Kiosque,Ville,Implantation,Segment,Ruptures_sum,Ruptures_mean,Ruptures_min,Ruptures_max,Gravity
,,,,,,,,
10002,Ambérieu-en-Bugey,Dans La Rue,Enseignes/Concepts,82,27%,0,1,1
10003,Ambérieu-en-Bugey,Dans La Rue,Presse Tabac (Hors Bar),97,33%,0,1,1
10004,Ambérieu-en-Bugey,Boulangerie,Alimentation,3,25%,0,1,1
10008,Ambérieux-en-Dombes,Dans La Rue,Bars (Dont Tabac),45,16%,0,1,0
10015,Ars-sur-Formans,Dans La Rue,Bars (Dont Tabac),69,29%,0,1,1
10019,Bâgé-le-Châtel,Dans La Rue,Presse Tabac (Hors Bar),13,5%,0,1,-1
10023,Beauregard,Dans La Rue,Presse Tabac (Hors Bar),28,9%,0,1,-1
10033,Bellegarde-sur-Valserine,Dans La Rue,Presse Tabac (Hors Bar),1,8%,0,1,-1
10036,Belley,Dans La Rue,Enseignes/Concepts,46,15%,0,1,0
10037,Belley,Dans La Rue,Presse Tabac (Hors Bar),54,21%,0,1,0
10038,Belley,Dans La Rue,Presse Tabac (Hors Bar),37,12%,0,1,-1
10039,Belley,Dans La Rue,Presse Tabac (Hors Bar),81,29%,0,1,1
10041,Virieu-le-Grand,Dans La Rue,Enseignes/Concepts,57,22%,0,1,0
10042,Bellignat,Dans La Rue,Presse Tabac (Hors Bar),58,19%,0,1,0
10045,Beynost,Ds Hypermarche,Rayons Hypermarches,61,47%,0,1,1
10050,Bourg-en-Bresse,Dans La Rue,Enseignes/Concepts,56,18%,0,1,0
10051,Bourg-en-Bresse,Dans La Rue,Presse Tabac (Hors Bar),90,33%,0,1,1
10053,Bourg-en-Bresse,Dans La Rue,Enseignes/Concepts,35,11%,0,1,-1
10054,Bourg-en-Bresse,Dans La Rue,Presse Tabac (Hors Bar),82,29%,0,1,1
10055,Bourg-en-Bresse,Dans La Rue,Bars (Dont Tabac),41,13%,0,1,0
10058,Bourg-en-Bresse,Dans La Rue,Presse Tabac (Hors Bar),109,39%,0,1,1
10059,Bourg-en-Bresse,Epicerie,Alimentation,42,14%,0,1,0
10060,Bourg-en-Bresse,Dans La Rue,Enseignes/Concepts,134,44%,0,1,1
10061,Bourg-en-Bresse,Dans La Rue,Bars (Dont Tabac),77,33%,0,1,1
10062,Bourg-en-Bresse,Dans La Rue,Enseignes/Concepts,82,29%,0,1,1
10063,Bourg-en-Bresse,Dans La Rue,Presse Tabac (Hors Bar),7,9%,0,1,-1
10064,Bourg-en-Bresse,Epicerie,Presse Tabac (Hors Bar),92,33%,0,1,1
10065,Bourg-en-Bresse,Dans La Rue,Presse Tabac (Hors Bar),54,21%,0,1,0
10066,Bourg-en-Bresse,Dans La Rue,Presse Tabac (Hors Bar),93,33%,0,1,1
10070,Bourg-en-Bresse,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
10072,Bourg-en-Bresse,Ccial Avec Hyp.,Enseignes/Concepts,51,17%,0,1,0
10073,Bourg-en-Bresse,Dans La Rue,Presse Tabac (Hors Bar),110,39%,0,1,1
10075,Bourg-en-Bresse,Ccial Avec Hyp.,Enseignes/Concepts,61,20%,0,1,0
10076,Bourg-en-Bresse,Ccial Avec Hyp.,Enseignes/Concepts,104,34%,0,1,1
10078,Viriat,Ds Un Hopital,Relais H,58,19%,0,1,0
10079,Saint-Denis-lès-Bourg,Dans La Rue,Presse Tabac (Hors Bar),59,23%,0,1,1
10082,Hauteville-Lompnes,Dans La Rue,Presse Tabac (Hors Bar),51,17%,0,1,0
10087,Ceyzériat,Dans La Rue,Presse Tabac (Hors Bar),9,3%,0,1,-1
10088,Ceyzérieu,Epicerie,Presse Tabac (Hors Bar),8,13%,0,1,0
10089,Chalamont,Dans La Rue,Presse Tabac (Hors Bar),76,30%,0,1,1
10101,Châtillon-sur-Chalaronne,Dans La Rue,Enseignes/Concepts,89,29%,0,1,1
10109,Coligny,Epicerie,Alimentation,47,19%,0,1,0
10121,Culoz,Dans La Rue,Enseignes/Concepts,30,11%,0,1,-1
10123,Dagneux,Dans La Rue,Presse Tabac (Hors Bar),31,21%,0,1,0
10125,Divonne-les-Bains,Dans La Rue,Enseignes/Concepts,10,3%,0,1,-1
10127,Divonne-les-Bains,Dans La Rue,Enseignes/Concepts,34,11%,0,1,-1
10135,Chaleins,Dans La Rue,Presse Tabac (Hors Bar),12,9%,0,1,-1
10138,Ferney-Voltaire,Ccial Avec Sup.,Enseignes/Concepts,16,5%,0,1,-1
10141,Ferney-Voltaire,Dans La Rue,Presse Tabac (Hors Bar),43,15%,0,1,0
10142,Ferney-Voltaire,Ds Hypermarche,Rayons Hypermarches,65,21%,0,1,0
10143,Gex,Ccial Avec Hyp.,Enseignes/Concepts,99,36%,0,1,1
10144,Gex,Dans La Rue,Presse Tabac (Hors Bar),66,22%,0,1,0
10146,Ornex,Dans La Rue,Presse Tabac (Hors Bar),35,12%,0,1,-1
10151,Saint-Genis-Pouilly,Dans La Rue,Enseignes/Concepts,6,2%,0,1,-1
10161,Grièges,Ds Superette,Alimentation,1,17%,0,1,0
10165,Hauteville-Lompnes,Dans La Rue,Enseignes/Concepts,55,18%,0,1,0
10166,Hauteville-Lompnes,Dans La Rue,Presse Tabac (Hors Bar),63,27%,0,1,1
10169,Jassans-Riottier,Dans La Rue,Presse Tabac (Hors Bar),82,29%,0,1,1
10170,Jassans-Riottier,Dans La Rue,Presse Tabac (Hors Bar),81,26%,0,1,1
10173,Jujurieux,Dans La Rue,Presse Tabac (Hors Bar),43,14%,0,1,0
10175,Boisse,Dans La Rue,Bars (Dont Tabac),2,4%,0,1,-1
10177,Montréal-la-Cluse,Dans La Rue,Enseignes/Concepts,88,29%,0,1,1
10181,Lagnieu,Dans La Rue,Enseignes/Concepts,34,11%,0,1,-1
10186,Lent,Epicerie,Presse Tabac (Hors Bar),29,15%,0,1,0
10189,Lhuis,Dans La Rue,Presse Tabac (Hors Bar),1,6%,0,1,-1
10196,Replonges,Dans La Rue,Presse Tabac (Hors Bar),39,14%,0,1,0
10198,Saint-Laurent-sur-Saône,Dans La Rue,Presse Tabac (Hors Bar),0,0%,0,0,-1
10209,Meximieux,Dans La Rue,Enseignes/Concepts,37,12%,0,1,-1
10213,Mionnay,Dans La Rue,Bars (Dont Tabac),30,15%,0,1,0
10215,Miribel,Ds Supermarche,Rayons Supermarches,80,26%,0,1,1
10221,Montluel,Ccial Avec Sup.,Enseignes/Concepts,77,28%,0,1,1
10223,Montmerle-sur-Saône,Dans La Rue,Presse Tabac (Hors Bar),26,11%,0,1,-1
10224,Montmerle-sur-Saône,Dans La Rue,Presse Tabac (Hors Bar),86,30%,0,1,1
10227,Montrevel-en-Bresse,Dans La Rue,Enseignes/Concepts,93,30%,0,1,1
10230,Nantua,Dans La Rue,Enseignes/Concepts,53,17%,0,1,0
10232,Nantua,Dans La Rue,Presse Tabac (Hors Bar),56,20%,0,1,0
10234,Neuville-sur-Ain,Dans La Rue,Enseignes/Concepts,38,15%,0,1,0
10235,Neyron,Dans La Rue,Bars (Dont Tabac),58,19%,0,1,0
10240,Oyonnax,Dans La Rue,Presse Librairie Papeterie,127,42%,0,1,1
10241,Arbent,Ccial Avec Hyp.,Enseignes/Concepts,72,29%,0,1,1
10242,Oyonnax,Dans La Rue,Presse Tabac (Hors Bar),75,27%,0,1,1
10243,Oyonnax,Dans La Rue,Presse Tabac (Hors Bar),66,23%,0,1,1
10244,Oyonnax,Dans La Rue,Presse Tabac (Hors Bar),61,20%,0,1,0
10245,Oyonnax,Dans La Rue,Presse Tabac (Hors Bar),48,17%,0,1,0
10259,Péronnas,Dans La Rue,Enseignes/Concepts,121,41%,0,1,1
10263,Polliat,Dans La Rue,Presse Tabac (Hors Bar),65,24%,0,1,1
10264,Poncin,Dans La Rue,Presse Tabac (Hors Bar),92,30%,0,1,1
10268,Pont-de-Vaux,Dans La Rue,Presse Tabac (Hors Bar),102,33%,0,1,1
10269,Pont-de-Vaux,Dans La Rue,Presse Tabac (Hors Bar),94,34%,0,1,1
10272,Pont-de-Veyle,Dans La Rue,Presse Tabac (Hors Bar),96,31%,0,1,1
10274,Reyrieux,Dans La Rue,Presse Tabac (Hors Bar),70,31%,0,1,1
10280,Serrières-de-Briord,Dans La Rue,Presse Tabac (Hors Bar),16,13%,0,1,0
10285,Saint-André-de-Bâgé,Dans La Rue,Presse Tabac (Hors Bar),39,13%,0,1,0
10294,Saint-Germain-de-Joux,Epicerie,Alimentation,31,14%,0,1,0
10296,Saint-Jean-de-Gonville,Ds Superette,Alimentation,9,11%,0,1,-1
10308,Saint-Maurice-de-Beynost,Dans La Rue,Presse Et Connexes,12,32%,0,1,1
10309,Saint-Maurice-de-Gourdans,Ds Superette,Alimentation,74,29%,0,1,1
10312,Saint-Paul-de-Varax,Dans La Rue,Presse Tabac (Hors Bar),55,40%,0,1,1
10317,Saint-Trivier-de-Courtes,Dans La Rue,Presse Tabac (Hors Bar),2,11%,0,1,-1
10323,Thoiry,Dans La Rue,Presse Tabac (Hors Bar),94,32%,0,1,1
10326,Tramoyes,Epicerie,Alimentation,0,0%,0,0,-1
10327,Val-Revermont,Epicerie,Alimentation,58,24%,0,1,1
10331,Trévoux,Dans La Rue,Presse Tabac (Hors Bar),100,34%,0,1,1
10334,Villars-les-Dombes,Dans La Rue,Presse Librairie Papeterie,30,12%,0,1,-1
10337,Villereversure,Dans La Rue,Presse Tabac (Hors Bar),5,3%,0,1,-1
10339,Villieu-Loyes-Mollon,Dans La Rue,Presse Tabac (Hors Bar),20,16%,0,1,0
10341,Vonnas,Dans La Rue,Presse Tabac (Hors Bar),30,10%,0,1,-1
10344,Carros,Dans La Rue,Presse Et Connexes,71,25%,0,1,1
10345,Saint-Jean-le-Vieux,Dans La Rue,Presse Tabac (Hors Bar),96,31%,0,1,1
10346,Sainte-Euphémie,Ds Station Serv,Petroliers Et Autoroute,56,20%,0,1,0
10347,Bellignat,Dans La Rue,Presse Tabac (Hors Bar),116,42%,0,1,1
10355,Massieux,Dans La Rue,Presse Tabac (Hors Bar),63,22%,0,1,0
10356,Châtillon-en-Michaille,Epicerie,Alimentation,80,26%,0,1,1
10357,Viriat,Dans La Rue,Enseignes/Concepts,23,17%,0,1,0
10393,Virignin,Ds Superette,Presse Tabac (Hors Bar),97,33%,0,1,1
10395,Pont-d'Ain,Dans La Rue,Presse Tabac (Hors Bar),57,24%,0,1,1
10399,Thoiry,Ccial Avec Hyp.,Enseignes/Concepts,85,28%,0,1,1
10401,Mijoux,Ds Autres Lieux,Environnement Specifique,7,12%,0,1,-1
10402,Versonnex,Epicerie,Presse Tabac (Hors Bar),1,12%,0,1,-1
10403,Saint-Genis-Pouilly,Ds Supermarche,Rayons Supermarches,87,35%,0,1,1
10450,Meximieux,Ds Hypermarche,Rayons Hypermarches,51,33%,0,1,1
10456,Montréal-la-Cluse,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
10475,Bressolles,Stat.Serv.Autor,Petroliers Et Autoroute,92,30%,0,1,1
10492,Bourg-en-Bresse,Ds Supermarche,Rayons Supermarches,1,6%,0,1,-1
10527,Cessy,Dans La Rue,Presse Tabac (Hors Bar),17,6%,0,1,-1
10537,Ceignes,Stat.Serv.Autor,Petroliers Et Autoroute,101,33%,0,1,1
10547,Ferney-Voltaire,Ccial Avec Hyp.,Enseignes/Concepts,59,19%,0,1,0
10575,Villars-les-Dombes,Dans La Rue,Presse Tabac (Hors Bar),38,13%,0,1,0
10639,Divonne-les-Bains,Ds Hypermarche,Rayons Hypermarches,112,37%,0,1,1
10643,Thil,Epicerie,Alimentation,0,0%,0,0,-1
10650,Bourg-en-Bresse,Ds Supermarche,Rayons Supermarches,22,13%,0,1,0
10675,Saint-Genis-Pouilly,Ds Supermarche,Rayons Supermarches,40,26%,0,1,1
10693,Collonges,Epicerie,Alimentation,1,12%,0,1,-1
10700,Prévessin-Moëns,Epicerie,Alimentation,48,20%,0,1,0
10710,Corbonod,Epicerie,Presse Tabac (Hors Bar),62,27%,0,1,1
10722,Saint-Maurice-de-Beynost,Dans La Rue,Presse Tabac (Hors Bar),1,4%,0,1,-1
10725,Laiz,Ds Supermarche,Rayons Supermarches,61,21%,0,1,0
10736,Feillens,Dans La Rue,Presse Tabac (Hors Bar),15,13%,0,1,0
10747,Tossiat,Ds Station Serv,Autres,26,11%,0,1,-1
10749,Thoissey,Dans La Rue,Presse Tabac (Hors Bar),22,7%,0,1,-1
10756,Menton,Boulangerie,Bars (Dont Tabac),60,22%,0,1,0
10761,Miribel,Dans La Rue,Bars (Dont Tabac),100,46%,0,1,1
10766,Saint-Sorlin-en-Bugey,Boulangerie,Presse Tabac (Hors Bar),89,41%,0,1,1
10771,Pont-d'Ain,Ds Supermarche,Rayons Supermarches,79,26%,0,1,1
10781,Béligneux,Dans La Rue,Enseignes/Concepts,5,17%,0,1,0
10783,Gex,Ds Hypermarche,Rayons Hypermarches,65,21%,0,1,0
10791,Jasseron,Sur Autoroute,Autres,84,31%,0,1,1
10801,Miribel,Dans La Rue,Presse Tabac (Hors Bar),60,20%,0,1,0
10804,Miribel,Dans La Rue,Bars (Dont Tabac),99,33%,0,1,1
10806,Montluel,Dans La Rue,Presse Tabac (Hors Bar),26,16%,0,1,0
10808,Oyonnax,Ccial Avec Hyp.,Presse Et Connexes,87,31%,0,1,1
10814,Izernore,Dans La Rue,Presse Tabac (Hors Bar),61,28%,0,1,1
10816,Saint-Martin-du-Mont,Dans La Rue,Presse Tabac (Hors Bar),2,10%,0,1,-1
10822,Mijoux,Ds Superette,Autres,34,25%,0,1,1
10829,Viriat,Ds Station Serv,Autres,1,5%,0,1,-1
10833,Boisse,Ds Supermarche,Rayons Supermarches,81,27%,0,1,1
10834,Villebois,Boulangerie,Autres,29,18%,0,1,0
10836,Massieux,Ds Supermarche,Rayons Supermarches,29,15%,0,1,0
10837,Villars-les-Dombes,Ds Hypermarche,Rayons Hypermarches,136,45%,0,1,1
10841,Beynost,Dans Culturel,Environnement Specifique,36,20%,0,1,0
20008,Pinon,Dans La Rue,Bars (Dont Tabac),92,35%,0,1,1
20009,Prémontré,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
20023,Bohain-en-Vermandois,Dans La Rue,Enseignes/Concepts,16,5%,0,1,-1
20030,Boué,Dans La Rue,Enseignes/Concepts,7,7%,0,1,-1
20035,Braine,Dans La Rue,Enseignes/Concepts,11,9%,0,1,-1
20051,Château-Thierry,Res Sncf Prov,Relais H,71,34%,0,1,1
20058,Château-Thierry,Dans La Rue,Presse Librairie Papeterie,74,24%,0,1,1
20064,Château-Thierry,Ds Hypermarche,Rayons Hypermarches,83,27%,0,1,1
20065,Château-Thierry,Ds Hypermarche,Rayons Hypermarches,30,10%,0,1,-1
20074,Essômes-sur-Marne,Dans La Rue,Bars (Dont Tabac),41,15%,0,1,0
20077,Jaulgonne,Dans La Rue,Presse Et Connexes,50,16%,0,1,0
20088,Chauny,Dans La Rue,Enseignes/Concepts,43,14%,0,1,0
20097,Chauny,Dans La Rue,Bars (Dont Tabac),35,18%,0,1,0
20098,Chauny,Ds Hypermarche,Rayons Hypermarches,1,25%,0,1,1
20130,Essigny-le-Grand,Dans La Rue,Bars (Dont Tabac),43,14%,0,1,0
20154,Tergnier,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
20156,Fère-en-Tardenois,Dans La Rue,Enseignes/Concepts,23,23%,0,1,1
20160,Flavy-le-Martel,Dans La Rue,Presse Et Connexes,71,26%,0,1,1
20168,Saint-Simon,Dans La Rue,Bars (Dont Tabac),2,3%,0,1,-1
20171,Coucy-le-Château-Auffrique,Ds Superette,Alimentation,0,0%,0,0,-1
20181,Guignicourt,Dans La Rue,Enseignes/Concepts,62,22%,0,1,0
20185,Neufchâtel-sur-Aisne,Dans La Rue,Bars (Dont Tabac),30,21%,0,1,0
20188,Guise,Dans La Rue,Enseignes/Concepts,30,10%,0,1,-1
20204,Hirson,Dans La Rue,Enseignes/Concepts,76,25%,0,1,1
20207,Hirson,Dans La Rue,Presse Librairie Papeterie,2,12%,0,1,-1
20222,Fère,Dans La Rue,Enseignes/Concepts,135,47%,0,1,1
20224,Beautor,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
20238,Laon,Res Sncf Prov,Relais H,51,17%,0,1,0
20240,Laon,Dans La Rue,Enseignes/Concepts,23,7%,0,1,-1
20241,Athies-sous-Laon,Dans La Rue,Presse Tabac (Hors Bar),26,13%,0,1,0
20249,Laon,Dans La Rue,Presse Tabac (Hors Bar),55,19%,0,1,0
20250,Laon,Dans La Rue,Presse Tabac (Hors Bar),116,39%,0,1,1
20252,Laon,Dans La Rue,Presse Et Connexes,82,27%,0,1,1
20255,Laon,Dans La Rue,Presse Tabac (Hors Bar),70,35%,0,1,1
20256,Laon,Dans La Rue,Presse Tabac (Hors Bar),0,0%,0,0,-1
20264,Laon,Dans La Rue,Enseignes/Concepts,33,12%,0,1,-1
20266,Marle,Dans La Rue,Enseignes/Concepts,81,27%,0,1,1
20298,Origny-Sainte-Benoite,Dans La Rue,Presse Librairie Papeterie,4,15%,0,1,0
20316,Rozoy-sur-Serre,Dans La Rue,Presse Librairie Papeterie,41,19%,0,1,0
20332,Montaigu,Boulangerie,Presse Tabac (Hors Bar),9,22%,0,1,0
20334,Saint-Erme-Outre-et-Ramecourt,Dans La Rue,Presse Et Connexes,39,13%,0,1,0
20339,Soissons,Res Sncf Prov,Relais H,95,39%,0,1,1
20341,Soissons,Dans La Rue,Enseignes/Concepts,57,19%,0,1,0
20362,Soissons,Dans La Rue,Presse Tabac (Hors Bar),172,60%,0,1,1
20364,Soissons,Dans La Rue,Presse Tabac (Hors Bar),40,13%,0,1,0
20365,Soissons,Dans La Rue,Presse Tabac (Hors Bar),121,43%,0,1,1
20366,Soissons,Dans La Rue,Presse Tabac (Hors Bar),78,26%,0,1,1
20368,Soissons,Dans La Rue,Enseignes/Concepts,61,20%,0,1,0
20369,Soissons,Dans La Rue,Bars (Dont Tabac),171,56%,0,1,1
20371,Soissons,Dans La Rue,Bars (Dont Tabac),71,24%,0,1,1
20373,Soissons,Dans La Rue,Bars (Dont Tabac),61,29%,0,1,1
20379,Soissons,Dans La Rue,Presse Tabac (Hors Bar),84,28%,0,1,1
20402,Bellicourt,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
20403,Gercy,Ccial Avec Hyp.,Enseignes/Concepts,105,34%,0,1,1
20406,Gauchy,Ccial Avec Hyp.,Enseignes/Concepts,69,22%,0,1,0
20407,Gauchy,Dans La Rue,Bars (Dont Tabac),4,4%,0,1,-1
20424,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),119,53%,0,1,1
20429,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),62,22%,0,1,0
20433,Saint-Quentin,Dans La Rue,Presse Tabac (Hors Bar),58,19%,0,1,0
20434,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
20436,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),30,10%,0,1,-1
20446,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),46,16%,0,1,0
20447,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),61,23%,0,1,1
20448,Saint-Quentin,Dans La Rue,Presse Tabac (Hors Bar),27,11%,0,1,-1
20450,Saint-Quentin,Dans La Rue,Presse Et Connexes,45,15%,0,1,0
20453,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),1,50%,0,1,1
20458,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),57,23%,0,1,1
20460,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),1,4%,0,1,-1
20467,Tergnier,Res Sncf Prov,Relais H,0,0%,0,0,-1
20469,Tergnier,Dans La Rue,Enseignes/Concepts,90,29%,0,1,1
20480,Vailly-sur-Aisne,Dans La Rue,Enseignes/Concepts,35,15%,0,1,0
20484,Vervins,Dans La Rue,Enseignes/Concepts,97,32%,0,1,1
20485,Étréaupont,Dans La Rue,Presse Librairie Papeterie,1,10%,0,1,-1
20508,Villers-Cotterêts,Dans La Rue,Enseignes/Concepts,20,6%,0,1,-1
20523,Laon,Ccial Avec Hyp.,Presse Et Connexes,98,32%,0,1,1
20524,Château-Thierry,Ds Un Hopital,Relais H,20,11%,0,1,-1
20526,Liesse-Notre-Dame,Dans La Rue,Presse Tabac (Hors Bar),63,23%,0,1,1
20581,Ferté-Milon,Dans La Rue,Bars (Dont Tabac),3,50%,0,1,1
20600,Soissons,Ds Un Hopital,Environnement Specifique,53,24%,0,1,1
20664,Harly,Ds Hypermarche,Rayons Hypermarches,94,32%,0,1,1
20678,Château-Thierry,Dans La Rue,Bars (Dont Tabac),84,33%,0,1,1
20685,Chambry,Ds Hypermarche,Rayons Hypermarches,0,0%,0,0,-1
20739,Nogent-l'Artaud,Ds Superette,Alimentation,70,24%,0,1,1
20776,Pinon,Ds Supermarche,Rayons Supermarches,0,0%,0,0,-1
20815,Soissons,Ds Supermarche,Rayons Supermarches,0,0%,0,0,-1
20878,Charly-sur-Marne,Dans La Rue,Presse Tabac (Hors Bar),119,39%,0,1,1
20916,Mézières-sur-Oise,Dans La Rue,Presse Tabac (Hors Bar),0,0%,0,0,-1
20930,Condé-en-Brie,Dans La Rue,Presse Tabac (Hors Bar),101,33%,0,1,1
20934,Laon,Ds Hypermarche,Rayons Hypermarches,0,0%,0,0,-1
20941,Villers-Cotterêts,Ccial Avec Hyp.,Enseignes/Concepts,87,28%,0,1,1
20960,Soissons,Dans La Rue,Presse Tabac (Hors Bar),75,27%,0,1,1
20973,Sissonne,Dans La Rue,Presse Tabac (Hors Bar),1,3%,0,1,-1
20979,Saint-Quentin,Dans La Rue,Presse Tabac (Hors Bar),9,16%,0,1,0
20994,Château-Thierry,Dans La Rue,Presse Librairie Papeterie,120,39%,0,1,1
21005,Fère-en-Tardenois,Ds Supermarche,Rayons Supermarches,59,32%,0,1,1
21008,Montcornet,Dans La Rue,Presse Et Connexes,45,19%,0,1,0
21009,Blérancourt,Dans La Rue,Presse Tabac (Hors Bar),0,0%,0,0,-1
21011,Saint-Quentin,Ds Un Hopital,Relais H,0,0%,0,0,-1
21018,Coincy,Dans La Rue,Bars (Dont Tabac),61,26%,0,1,1
21023,Ferté-Milon,Dans La Rue,Bars (Dont Tabac),36,14%,0,1,0
21024,Neuilly-Saint-Front,Dans La Rue,Presse Librairie Papeterie,17,13%,0,1,0
21032,Saint-Quentin,Res Sncf Prov,Environnement Specifique,33,11%,0,1,-1
21039,Soissons,Ds Hypermarche,Rayons Hypermarches,63,23%,0,1,1
21100,Vic-sur-Aisne,Ds Supermarche,Rayons Supermarches,93,30%,0,1,1
21110,Saint-Quentin,Dans La Rue,Bars (Dont Tabac),66,23%,0,1,1
21117,Bohain-en-Vermandois,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
21120,Venizel,Ds Supermarche,Rayons Supermarches,1,8%,0,1,-1
21125,Nouvion-en-Thiérache,Dans La Rue,Bars (Dont Tabac),3,10%,0,1,-1
21287,Ribemont,Dans La Rue,Bars (Dont Tabac),6,11%,0,1,-1
21288,Ribemont,Ds Supermarche,Rayons Supermarches,0,0%,0,0,-1
21290,Saint-Michel,Ds Supermarche,Rayons Supermarches,1,4%,0,1,-1
21295,Villers-Cotterêts,Dans La Rue,Bars (Dont Tabac),2,17%,0,1,0
21297,Fère-en-Tardenois,Dans La Rue,Autres,25,23%,0,1,1
30009,Beaulon,Dans La Rue,Presse Tabac (Hors Bar),11,4%,0,1,-1
30011,Bellenaves,Dans La Rue,Presse Librairie Papeterie,21,17%,0,1,0
30020,Bourbon-l'Archambault,Dans La Rue,Presse Tabac (Hors Bar),53,18%,0,1,0
30021,Bourbon-l'Archambault,Dans La Rue,Bars (Dont Tabac),40,19%,0,1,0
30023,Bourbon-l'Archambault,Ds Supermarche,Rayons Supermarches,87,28%,0,1,1
30032,Cérilly,Dans La Rue,Presse Tabac (Hors Bar),54,17%,0,1,0
30045,Châtel-de-Neuvre,Dans La Rue,Presse Tabac (Hors Bar),1,2%,0,1,-1
30053,Chevagnes,Epicerie,Bars (Dont Tabac),100,33%,0,1,1
30057,Commentry,Dans La Rue,Presse Librairie Papeterie,42,14%,0,1,0
30063,Commentry,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
30065,Commentry,Ds Supermarche,Rayons Supermarches,2,67%,0,1,1
30068,Cosne-d'Allier,Dans La Rue,Enseignes/Concepts,49,16%,0,1,0
30080,Diou,Dans La Rue,Presse Tabac (Hors Bar),33,11%,0,1,-1
30082,Domérat,Dans La Rue,Enseignes/Concepts,33,11%,0,1,-1
30085,Dompierre-sur-Besbre,Dans La Rue,Presse Tabac (Hors Bar),48,16%,0,1,0
30090,Ébreuil,Dans La Rue,Presse Tabac (Hors Bar),32,10%,0,1,-1
30098,Franchesse,Dans La Rue,Bars (Dont Tabac),94,42%,0,1,1
30100,Gannat,Dans La Rue,Enseignes/Concepts,71,23%,0,1,1
30101,Gannat,Dans La Rue,Presse Tabac (Hors Bar),44,15%,0,1,0
30102,Gannat,Dans La Rue,Presse Tabac (Hors Bar),79,32%,0,1,1
30103,Gannat,Ds Supermarche,Rayons Supermarches,41,15%,0,1,0
30113,Huriel,Dans La Rue,Presse Tabac (Hors Bar),0,0%,0,0,-1
30116,Jaligny-sur-Besbre,Dans La Rue,Presse Librairie Papeterie,14,5%,0,1,-1
30130,Lapalisse,Dans La Rue,Presse Tabac (Hors Bar),53,17%,0,1,0
30137,Donjon,Dans La Rue,Presse Librairie Papeterie,83,27%,0,1,1
30140,Mayet-de-Montagne,Dans La Rue,Presse Tabac (Hors Bar),23,8%,0,1,-1
30142,Montet,Dans La Rue,Presse Et Connexes,68,30%,0,1,1
30145,Vernet,Dans La Rue,Bars (Dont Tabac),21,20%,0,1,0
30159,Lurcy-Lévis,Dans La Rue,Presse Tabac (Hors Bar),39,13%,0,1,-1
30160,Lusigny,Dans La Rue,Presse Tabac (Hors Bar),0,0%,0,0,-1
30164,Marcillat-en-Combraille,Dans La Rue,Presse Librairie Papeterie,48,16%,0,1,0
30168,Meaulne,Dans La Rue,Presse Tabac (Hors Bar),33,11%,0,1,-1
30187,Domérat,Ccial Avec Hyp.,Presse Et Connexes,81,26%,0,1,1
30188,Montluçon,Dans La Rue,Presse Tabac (Hors Bar),66,25%,0,1,1
30191,Montluçon,Dans La Rue,Presse Tabac (Hors Bar),2,22%,0,1,0
30193,Montluçon,Dans La Rue,Presse Tabac (Hors Bar),83,27%,0,1,1
30197,Montluçon,Dans La Rue,Enseignes/Concepts,22,18%,0,1,0
30205,Montluçon,Dans La Rue,Presse Tabac (Hors Bar),66,24%,0,1,1
30209,Montluçon,Dans La Rue,Presse Tabac (Hors Bar),125,46%,0,1,1
30210,Montluçon,Dans La Rue,Presse Tabac (Hors Bar),53,19%,0,1,0
30217,Montluçon,Dans La Rue,Presse Tabac (Hors Bar),0,0%,0,0,-1
30226,Néris-les-Bains,Dans La Rue,Bars (Dont Tabac),73,29%,0,1,1
30230,Montmarault,Dans La Rue,Enseignes/Concepts,42,14%,0,1,0
30236,Moulins,Dans La Rue,Enseignes/Concepts,113,37%,0,1,1
30237,Avermes,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
30245,Moulins,Dans La Rue,Bars (Dont Tabac),44,16%,0,1,0
30246,Moulins,Dans La Rue,Bars (Dont Tabac),34,13%,0,1,0
30248,Moulins,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
30249,Moulins,Dans La Rue,Presse Tabac (Hors Bar),96,33%,0,1,1
30250,Moulins,Dans La Rue,Presse Tabac (Hors Bar),82,28%,0,1,1
30251,Moulins,Dans La Rue,Presse Tabac (Hors Bar),34,11%,0,1,-1
