Kiosque,Ville,Implantation,Segment,Ruptures_sum,Ruptures_mean,Ruptures_min,Ruptures_max,Gravity
440309,Nantes,Dans La Rue,Bars (Dont Tabac),33,11%,0,1,-1
440311,Nantes,Dans La Rue,Presse Tabac (Hors Bar),48,17%,0,1,0
440313,Nantes,Dans La Rue,Presse Tabac (Hors Bar),81,29%,0,1,1
440314,Nantes,Dans La Rue,Enseignes/Concepts,78,30%,0,1,1
440316,Nantes,Dans La Rue,Presse Tabac (Hors Bar),44,15%,0,1,0
440317,Nantes,Dans La Rue,Presse Tabac (Hors Bar),65,22%,0,1,0
440319,Nantes,Dans La Rue,Enseignes/Concepts,13,4%,0,1,-1
440320,Nantes,Dans La Rue,Enseignes/Concepts,20,7%,0,1,-1
440321,Nantes,Dans La Rue,Presse Tabac (Hors Bar),20,7%,0,1,-1
440328,Nantes,Dans La Rue,Presse Tabac (Hors Bar),2,20%,0,1,0
440329,Nantes,Dans La Rue,Bars (Dont Tabac),1,25%,0,1,1
440335,Vertou,Dans La Rue,Presse Tabac (Hors Bar),65,23%,0,1,1
440336,Vertou,Dans La Rue,Enseignes/Concepts,9,3%,0,1,-1
440337,Nantes,Dans La Rue,Presse Tabac (Hors Bar),36,13%,0,1,0
440338,Nantes,Dans La Rue,Presse Tabac (Hors Bar),33,11%,0,1,-1
440339,Nantes,Dans La Rue,Bars (Dont Tabac),44,14%,0,1,0
440342,Nantes,Dans La Rue,Presse Tabac (Hors Bar),16,5%,0,1,-1
440344,Nantes,Dans La Rue,Bars (Dont Tabac),114,39%,0,1,1
440345,Nantes,Dans La Rue,Presse Tabac (Hors Bar),64,23%,0,1,1
440346,Saint-Herblain,Dans La Rue,Enseignes/Concepts,41,13%,0,1,0
440347,Nantes,Dans La Rue,Presse Tabac (Hors Bar),37,12%,0,1,-1
440351,Nantes,Dans La Rue,Bars (Dont Tabac),68,24%,0,1,1
440352,Nantes,Dans La Rue,Enseignes/Concepts,112,42%,0,1,1
440354,Nantes,Dans La Rue,Presse Tabac (Hors Bar),16,8%,0,1,-1
440355,Nantes,Dans La Rue,Enseignes/Concepts,45,20%,0,1,0
440362,Nantes,Dans La Rue,Enseignes/Concepts,60,20%,0,1,0
440369,Nantes,Dans La Rue,Presse Librairie Papeterie,41,14%,0,1,0
440372,Nantes,Dans La Rue,Presse Tabac (Hors Bar),61,20%,0,1,0
440373,Nantes,Dans La Rue,Presse Tabac (Hors Bar),40,14%,0,1,0
440375,Nantes,Dans La Rue,Presse Tabac (Hors Bar),30,10%,0,1,-1
440377,Nantes,Dans La Rue,Presse Tabac (Hors Bar),58,20%,0,1,0
440379,Nantes,Dans La Rue,Presse Tabac (Hors Bar),45,19%,0,1,0
440380,Nantes,Dans La Rue,Presse Tabac (Hors Bar),59,21%,0,1,0
440387,Nantes,Dans La Rue,Presse Tabac (Hors Bar),39,23%,0,1,1
440388,Nantes,Res Sncf Prov,Relais H,12,4%,0,1,-1
440390,Orvault,Dans La Rue,Enseignes/Concepts,46,16%,0,1,0
440391,Orvault,Ccial Avec Hyp.,Enseignes/Concepts,31,10%,0,1,-1
440394,Orvault,Dans La Rue,Enseignes/Concepts,64,21%,0,1,0
440397,Rezé,Ccial Avec Hyp.,Enseignes/Concepts,47,16%,0,1,0
440402,Rezé,Dans La Rue,Presse Tabac (Hors Bar),55,18%,0,1,0
440406,Rezé,Dans La Rue,Presse Tabac (Hors Bar),42,14%,0,1,0
440409,Rezé,Dans La Rue,Presse Tabac (Hors Bar),48,16%,0,1,0
440412,Sautron,Dans La Rue,Presse Tabac (Hors Bar),60,20%,0,1,0
440414,Sautron,Dans La Rue,Presse Tabac (Hors Bar),69,23%,0,1,1
440421,Saint-Herblain,Dans La Rue,Presse Tabac (Hors Bar),81,29%,0,1,1
440422,Saint-Herblain,Dans La Rue,Presse Tabac (Hors Bar),105,35%,0,1,1
440423,Saint-Herblain,Ccial Avec Hyp.,Presse Tabac (Hors Bar),84,29%,0,1,1
440425,Saint-Herblain,Dans La Rue,Presse Tabac (Hors Bar),60,20%,0,1,0
440426,Orvault,Dans La Rue,Enseignes/Concepts,88,30%,0,1,1
440432,Nantes,Dans La Rue,Presse Tabac (Hors Bar),45,15%,0,1,0
440436,Saint-Sébastien-sur-Loire,Dans La Rue,Enseignes/Concepts,19,6%,0,1,-1
440439,Sainte-Luce-sur-Loire,Dans La Rue,Presse Tabac (Hors Bar),56,18%,0,1,0
440442,Sucé-sur-Erdre,Dans La Rue,Enseignes/Concepts,49,16%,0,1,0
440443,Thouaré-sur-Loire,Dans La Rue,Enseignes/Concepts,56,18%,0,1,0
440445,Saint-Sébastien-sur-Loire,Ccial Avec Hyp.,Presse Tabac (Hors Bar),69,23%,0,1,1
440447,Vertou,Ds Hypermarche,Rayons Hypermarches,74,24%,0,1,1
440452,Nort-sur-Erdre,Dans La Rue,Enseignes/Concepts,58,19%,0,1,0
440457,Nozay,Dans La Rue,Enseignes/Concepts,75,26%,0,1,1
440458,Nozay,Dans La Rue,Enseignes/Concepts,9,31%,0,1,1
440469,Plessé,Dans La Rue,Presse Tabac (Hors Bar),36,12%,0,1,-1
440470,Saint-Colomban,Dans La Rue,Presse Tabac (Hors Bar),12,10%,0,1,-1
440472,Pontchâteau,Dans La Rue,Enseignes/Concepts,47,16%,0,1,0
440476,Pontchâteau,Dans La Rue,Presse Tabac (Hors Bar),1,100%,1,1,1
440480,Saint-Père-en-Retz,Dans La Rue,Bars (Dont Tabac),77,33%,0,1,1
440481,Pornic,Dans La Rue,Presse Tabac (Hors Bar),31,10%,0,1,-1
440482,Pornic,Dans La Rue,Bars (Dont Tabac),75,31%,0,1,1
440483,Pornic,Dans La Rue,Presse Tabac (Hors Bar),38,15%,0,1,0
440484,Pornic,Ccial Avec Hyp.,Presse Et Connexes,14,5%,0,1,-1
440485,Pornic,Dans La Rue,Bars (Dont Tabac),47,15%,0,1,0
440487,Pornichet,Dans La Rue,Enseignes/Concepts,35,12%,0,1,-1
440488,Pornichet,Dans La Rue,Presse Tabac (Hors Bar),5,2%,0,1,-1
440491,Pornichet,Dans La Rue,Presse Tabac (Hors Bar),25,8%,0,1,-1
440492,Pornichet,Dans La Rue,Bars (Dont Tabac),50,17%,0,1,0
440494,Pornichet,Dans La Rue,Bars (Dont Tabac),53,18%,0,1,0
440495,Pornichet,Dans La Rue,Alimentation,30,34%,0,1,1
440496,Port-Saint-Père,Dans La Rue,Presse Tabac (Hors Bar),22,38%,0,1,1
440500,Préfailles,Dans La Rue,Enseignes/Concepts,33,12%,0,1,-1
440504,Saint-Nicolas-de-Redon,Ccial Avec Hyp.,Presse Et Connexes,72,24%,0,1,1
440522,Savenay,Dans La Rue,Bars (Dont Tabac),35,11%,0,1,-1
440527,Saint-Brevin-les-Pins,Dans La Rue,Presse Tabac (Hors Bar),31,10%,0,1,-1
440535,Saint-Brevin-les-Pins,Dans La Rue,Bars (Dont Tabac),61,22%,0,1,0
440541,Saint-Étienne-de-Montluc,Dans La Rue,Enseignes/Concepts,53,18%,0,1,0
440543,Saint-Gildas-des-Bois,Dans La Rue,Presse Tabac (Hors Bar),62,22%,0,1,0
440549,Saint-Joachim,Dans La Rue,Presse Tabac (Hors Bar),0,0%,0,0,-1
440553,Saint-Julien-de-Concelles,Dans La Rue,Enseignes/Concepts,97,35%,0,1,1
440554,Saint-Julien-de-Concelles,Dans La Rue,Presse Tabac (Hors Bar),51,18%,0,1,0
440558,Saint-Lyphard,Dans La Rue,Presse Tabac (Hors Bar),60,20%,0,1,0
440571,Montoir-de-Bretagne,Ds Hypermarche,Rayons Hypermarches,1,100%,1,1,1
440573,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),49,16%,0,1,0
440574,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),65,21%,0,1,0
440577,Saint-Nazaire,Dans La Rue,Bars (Dont Tabac),68,23%,0,1,1
440579,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),56,18%,0,1,0
440583,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),68,27%,0,1,1
440585,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),89,30%,0,1,1
440586,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),2,6%,0,1,-1
440588,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),41,16%,0,1,0
440589,Saint-Nazaire,Dans La Rue,Bars (Dont Tabac),26,8%,0,1,-1
440591,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),65,23%,0,1,1
440593,Saint-Nazaire,Dans La Rue,Bars (Dont Tabac),51,22%,0,1,0
440596,Saint-Nazaire,Ccial Superette,Enseignes/Concepts,1,50%,0,1,1
440598,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),50,18%,0,1,0
440601,Saint-Nazaire,Dans La Rue,Bars (Dont Tabac),17,7%,0,1,-1
440603,Saint-Nazaire,Dans La Rue,Bars (Dont Tabac),1,5%,0,1,-1
440606,Saint-Nazaire,Dans La Rue,Bars (Dont Tabac),49,24%,0,1,1
440607,Saint-Nazaire,Dans La Rue,Presse Tabac (Hors Bar),94,36%,0,1,1
440612,Saint-Nazaire,Ccial Avec Hyp.,Enseignes/Concepts,72,24%,0,1,1
440619,Trignac,Dans La Rue,Presse Tabac (Hors Bar),85,28%,0,1,1
440621,Saint-Père-en-Retz,Dans La Rue,Enseignes/Concepts,22,15%,0,1,0
440624,Saint-Philbert-de-Grand-Lieu,Dans La Rue,Enseignes/Concepts,22,13%,0,1,0
440625,Saint-Philbert-de-Grand-Lieu,Dans La Rue,Presse Tabac (Hors Bar),76,26%,0,1,1
440626,Saint-Philbert-de-Grand-Lieu,Dans Culturel,Environnement Specifique,2,29%,0,1,1
440635,Saint-Michel-Chef-Chef,Dans La Rue,Enseignes/Concepts,40,13%,0,1,0
440639,Treillières,Dans La Rue,Enseignes/Concepts,77,25%,0,1,1
440641,Vallet,Dans La Rue,Enseignes/Concepts,93,31%,0,1,1
440643,Vallet,Ds Hypermarche,Rayons Hypermarches,0,0%,0,0,-1
440645,Loireauxence,Dans La Rue,Presse Librairie Papeterie,68,23%,0,1,1
440650,Vigneux-de-Bretagne,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
440654,Nantes,Ccial Avec Hyp.,Presse Tabac (Hors Bar),59,19%,0,1,0
440656,Rezé,Ds Supermarche,Rayons Supermarches,2,40%,0,1,1
440657,Grandchamps-des-Fontaines,Dans La Rue,Bars (Dont Tabac),2,4%,0,1,-1
440658,Legé,Ds Supermarche,Rayons Supermarches,56,22%,0,1,0
440660,Thouaré-sur-Loire,Ds Hypermarche,Rayons Hypermarches,36,12%,0,1,-1
440661,Nantes,Dans La Rue,Presse Tabac (Hors Bar),56,20%,0,1,0
440670,Nantes,Ds Hypermarche,Rayons Hypermarches,27,9%,0,1,-1
440672,Nantes,Dans La Rue,Bars (Dont Tabac),26,16%,0,1,0
440673,Nantes,Dans La Rue,Presse Tabac (Hors Bar),99,38%,0,1,1
440674,Nantes,Dans La Rue,Enseignes/Concepts,54,20%,0,1,0
440675,Pornic,Ds Hypermarche,Rayons Hypermarches,48,16%,0,1,0
440738,Chapelle-Glain,Dans La Rue,Bars (Dont Tabac),30,10%,0,1,-1
440744,Paimbœuf,Dans La Rue,Presse Tabac (Hors Bar),50,17%,0,1,0
440745,Oudon,Dans La Rue,Presse Tabac (Hors Bar),0,0%,0,0,-1
440748,Saint-Étienne-de-Montluc,Ds Hypermarche,Rayons Hypermarches,50,17%,0,1,0
440749,Saint-Brevin-les-Pins,Dans La Rue,Bars (Dont Tabac),53,17%,0,1,0
440750,Saint-Géréon,Ds Hypermarche,Rayons Hypermarches,41,14%,0,1,0
440751,Pornic,Ds Culturel Sup,Environnement Specifique,20,7%,0,1,-1
440755,Bouaye,Ds Supermarche,Rayons Supermarches,1,100%,1,1,1
440756,Pontchâteau,Ds Hypermarche,Rayons Hypermarches,25,23%,0,1,1
440757,Saint-Herblain,Ds Un Hopital,Environnement Specifique,61,24%,0,1,1
440758,Montagne,Ds Hypermarche,Rayons Hypermarches,54,22%,0,1,1
440760,Pornichet,Ds Supermarche,Rayons Supermarches,41,14%,0,1,0
440764,Saint-Sébastien-sur-Loire,Ds Hypermarche,Rayons Hypermarches,75,25%,0,1,1
440776,Croisic,Ds Supermarche,Rayons Supermarches,31,10%,0,1,-1
440783,Châteaubriant,Ds Hypermarche,Rayons Hypermarches,75,25%,0,1,1
440818,Pornic,Dans La Rue,Bars (Dont Tabac),35,11%,0,1,-1
440825,Sorinières,Dans La Rue,Presse Tabac (Hors Bar),28,12%,0,1,-1
440833,Guérande,Ccial Avec Hyp.,Presse Et Connexes,17,6%,0,1,-1
440834,Mesquer,Ds Supermarche,Rayons Supermarches,62,20%,0,1,0
440838,Saint-Hilaire-de-Chaléons,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
440839,Turballe,Ccial Avec Sup.,Presse Et Connexes,58,19%,0,1,0
440874,Clisson,Ds Hypermarche,Rayons Hypermarches,55,22%,0,1,0
441240,Bouaye,Dans La Rue,Enseignes/Concepts,38,12%,0,1,-1
441327,Herbignac,Ds Hypermarche,Rayons Hypermarches,51,17%,0,1,0
441333,Vertou,Dans La Rue,Enseignes/Concepts,70,24%,0,1,1
441335,Saint-Nazaire,Ds Un Hopital,Environnement Specifique,75,26%,0,1,1
441340,Saint-Sébastien-sur-Loire,Ccial Superette,Bars (Dont Tabac),1,1%,0,1,-1
441347,Ancenis,Dans La Rue,Presse Tabac (Hors Bar),34,12%,0,1,-1
441348,Orvault,Ds Hypermarche,Rayons Hypermarches,48,16%,0,1,0
441349,Nantes,Ds Un Hopital,Environnement Specifique,102,34%,0,1,1
441350,Bouée,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
441360,Nantes,Dans La Rue,Enseignes/Concepts,81,29%,0,1,1
441362,Savenay,Ds Hypermarche,Rayons Hypermarches,0,0%,0,0,-1
441365,Nantes,Dans La Rue,Presse Tabac (Hors Bar),9,3%,0,1,-1
441366,Clisson,Ds Supermarche,Rayons Supermarches,2,25%,0,1,1
441367,Nantes,Ds Un Hopital,Environnement Specifique,97,34%,0,1,1
441375,Loireauxence,Ds Hypermarche,Rayons Hypermarches,34,24%,0,1,1
441381,Montoir-de-Bretagne,Dans La Rue,Bars (Dont Tabac),130,47%,0,1,1
441418,Nantes,Ds Supermarche,Rayons Supermarches,73,24%,0,1,1
441423,Sucé-sur-Erdre,Ds Supermarche,Rayons Supermarches,93,31%,0,1,1
441433,Trignac,Ds Hypermarche,Rayons Hypermarches,49,16%,0,1,0
441434,Trignac,Ccial Avec Hyp.,Kiosques,105,35%,0,1,1
441442,Saint-Sébastien-sur-Loire,Ds Hypermarche,Rayons Hypermarches,62,23%,0,1,1
441446,Basse-Goulaine,Ds Superette,Alimentation,76,27%,0,1,1
441463,Chapelle-sur-Erdre,Dans La Rue,Presse Tabac (Hors Bar),34,13%,0,1,0
441464,Sainte-Pazanne,Dans La Rue,Bars (Dont Tabac),51,22%,0,1,0
441474,Saint-Herblain,Ds Un Hopital,Environnement Specifique,78,25%,0,1,1
441479,Nantes,Ds Un Hopital,Relais H,71,30%,0,1,1
441480,Baule-Escoublac,Dans La Rue,Kiosques,23,7%,0,1,-1
441484,Baule-Escoublac,Dans La Rue,Kiosques,18,23%,0,1,1
441487,Legé,Dans La Rue,Presse Tabac (Hors Bar),5,11%,0,1,-1
441489,Saint-Herblain,Dans La Rue,Presse Tabac (Hors Bar),126,44%,0,1,1
441490,Sainte-Anne-sur-Brivet,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
441491,Derval,Dans La Rue,Bars (Dont Tabac),50,22%,0,1,0
441493,Saint-Brevin-les-Pins,Dans La Rue,Presse Tabac (Hors Bar),63,21%,0,1,0
441494,Saint-Nazaire,Ds Un Hopital,Environnement Specifique,75,24%,0,1,1
441495,Saint-Michel-Chef-Chef,Dans La Rue,Presse Librairie Papeterie,54,20%,0,1,0
441496,Baule-Escoublac,Ds Superette,Alimentation,76,25%,0,1,1
441497,Ancenis,Ds Hypermarche,Rayons Hypermarches,79,27%,0,1,1
441501,Sainte-Pazanne,Dans La Rue,Presse Tabac (Hors Bar),93,31%,0,1,1
441503,Saint-Brevin-les-Pins,Ds Supermarche,Rayons Supermarches,86,29%,0,1,1
441505,Pont-Saint-Martin,Dans La Rue,Bars (Dont Tabac),101,37%,0,1,1
441506,Nantes,Ds Hypermarche,Rayons Hypermarches,86,29%,0,1,1
441507,Nantes,Ccial Avec Hyp.,Kiosques,34,11%,0,1,-1
441509,Saint-Herblain,Ccial Avec Hyp.,Kiosques,42,14%,0,1,0
441510,Savenay,Dans La Rue,Presse Tabac (Hors Bar),49,16%,0,1,0
441511,Saint-Nazaire,Ds Hypermarche,Rayons Hypermarches,100,33%,0,1,1
441514,Blain,Dans La Rue,Presse Tabac (Hors Bar),14,5%,0,1,-1
441515,Saint-Père-en-Retz,Ds Supermarche,Rayons Supermarches,72,24%,0,1,1
441516,Saint-Herblain,Ds Supermarche,Rayons Supermarches,38,13%,0,1,0
441517,Pouliguen,Dans La Rue,Presse Tabac (Hors Bar),58,19%,0,1,0
441518,Pellerin,Dans La Rue,Bars (Dont Tabac),7,10%,0,1,-1
441519,Indre,Dans La Rue,Bars (Dont Tabac),27,11%,0,1,-1
450002,Artenay,Dans La Rue,Enseignes/Concepts,66,23%,0,1,1
450003,Chevilly,Dans La Rue,Bars (Dont Tabac),55,21%,0,1,0
450009,Baule,Dans La Rue,Bars (Dont Tabac),2,11%,0,1,-1
450014,Beaugency,Dans La Rue,Bars (Dont Tabac),83,29%,0,1,1
450016,Tavers,Ccial Avec Hyp.,Enseignes/Concepts,156,53%,0,1,1
450017,Villorceau,Dans La Rue,Bars (Dont Tabac),89,32%,0,1,1
450020,Beaune-la-Rolande,Ds Hypermarche,Rayons Hypermarches,67,22%,0,1,0
450022,Bellegarde,Dans La Rue,Enseignes/Concepts,12,4%,0,1,-1
450034,Boulay-les-Barres,Dans La Rue,Bars (Dont Tabac),1,5%,0,1,-1
450040,Briare,Dans La Rue,Presse Tabac (Hors Bar),49,16%,0,1,0
450052,Chaingy,Dans La Rue,Presse Tabac (Hors Bar),86,30%,0,1,1
450058,Châteauneuf-sur-Loire,Dans La Rue,Presse Et Connexes,127,43%,0,1,1
450064,Châtillon-Coligny,Dans La Rue,Enseignes/Concepts,80,26%,0,1,1
450070,Châtillon-sur-Loire,Dans La Rue,Enseignes/Concepts,43,15%,0,1,0
450074,Chilleurs-aux-Bois,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
450076,Cléry-Saint-André,Ds Supermarche,Rayons Supermarches,5,28%,0,1,1
450079,Corbeilles,Dans La Rue,Bars (Dont Tabac),74,24%,0,1,1
450082,Coullons,Dans La Rue,Presse Tabac (Hors Bar),52,18%,0,1,0
450083,Autry-le-Châtel,Epicerie,Presse Tabac (Hors Bar),53,31%,0,1,1
450090,Chuelles,Dans La Rue,Bars (Dont Tabac),55,23%,0,1,1
450092,Selle-sur-le-Bied,Dans La Rue,Bars (Dont Tabac),67,28%,0,1,1
450101,Douchy-Montcorbon,Epicerie,Alimentation,85,35%,0,1,1
450106,Fay-aux-Loges,Dans La Rue,Bars (Dont Tabac),70,23%,0,1,1
450108,Ferrières-en-Gâtinais,Dans La Rue,Bars (Dont Tabac),40,13%,0,1,0
450118,Gien,Dans La Rue,Enseignes/Concepts,17,6%,0,1,-1
450119,Gien,Dans La Rue,Bars (Dont Tabac),89,32%,0,1,1
450121,Gien,Dans La Rue,Bars (Dont Tabac),56,23%,0,1,1
450122,Poilly-lez-Gien,Dans La Rue,Bars (Dont Tabac),3,100%,1,1,1
450123,Gien,Dans La Rue,Presse Tabac (Hors Bar),44,16%,0,1,0
450125,Gien,Ccial Avec Hyp.,Presse Et Connexes,50,16%,0,1,0
450126,Nogent-sur-Vernisson,Dans La Rue,Bars (Dont Tabac),78,25%,0,1,1
450130,Amilly,Dans La Rue,Bars (Dont Tabac),61,21%,0,1,0
450133,Amilly,Ccial Avec Hyp.,Presse Librairie Papeterie,31,10%,0,1,-1
450134,Montcresson,Ds Superette,Alimentation,96,31%,0,1,1
450139,Isdes,Dans La Rue,Bars (Dont Tabac),3,38%,0,1,1
450141,Jargeau,Dans La Rue,Presse Librairie Papeterie,60,20%,0,1,0
450145,Tigy,Dans La Rue,Bars (Dont Tabac),25,9%,0,1,-1
450153,Ferté-Saint-Aubin,Dans La Rue,Bars (Dont Tabac),36,15%,0,1,0
450154,Ligny-le-Ribault,Dans La Rue,Bars (Dont Tabac),57,23%,0,1,1
450158,Ladon,Dans La Rue,Enseignes/Concepts,99,35%,0,1,1
450171,Meung-sur-Loire,Dans La Rue,Bars (Dont Tabac),43,14%,0,1,0
450172,Meung-sur-Loire,Dans La Rue,Bars (Dont Tabac),28,12%,0,1,-1
450178,Cepoy,Dans La Rue,Presse Librairie Papeterie,105,36%,0,1,1
450185,Lorris,Dans La Rue,Enseignes/Concepts,34,11%,0,1,-1
450186,Montargis,Dans La Rue,Presse Tabac (Hors Bar),59,19%,0,1,0
450189,Montargis,Dans La Rue,Bars (Dont Tabac),108,41%,0,1,1
450191,Montargis,Dans La Rue,Bars (Dont Tabac),60,20%,0,1,0
450195,Montargis,Dans La Rue,Bars (Dont Tabac),69,24%,0,1,1
450200,Villemandeur,Dans La Rue,Bars (Dont Tabac),37,13%,0,1,0
450205,Neuville-aux-Bois,Dans La Rue,Enseignes/Concepts,52,17%,0,1,0
450206,Loury,Dans La Rue,Bars (Dont Tabac),54,18%,0,1,0
450207,Neuville-aux-Bois,Ds Supermarche,Rayons Supermarches,2,14%,0,1,0
450216,Chécy,Dans La Rue,Bars (Dont Tabac),10,14%,0,1,0
450218,Chécy,Ccial Avec Hyp.,Presse Et Connexes,117,39%,0,1,1
450222,Fleury-les-Aubrais,Dans La Rue,Presse Tabac (Hors Bar),91,30%,0,1,1
450225,Fleury-les-Aubrais,Ccial Avec Sup.,Presse Tabac (Hors Bar),30,10%,0,1,-1
450226,Fleury-les-Aubrais,Dans La Rue,Presse Tabac (Hors Bar),83,28%,0,1,1
450229,Ingré,Dans La Rue,Presse Tabac (Hors Bar),152,51%,0,1,1
450232,Chapelle-Saint-Mesmin,Dans La Rue,Presse Et Connexes,88,29%,0,1,1
450235,Olivet,Ds Hypermarche,Rayons Hypermarches,48,16%,0,1,0
450236,Olivet,Dans La Rue,Presse Tabac (Hors Bar),68,25%,0,1,1
450238,Olivet,Dans La Rue,Enseignes/Concepts,24,8%,0,1,-1
450239,Olivet,Ccial Avec Hyp.,Presse Et Connexes,31,10%,0,1,-1
450242,Orléans,Dans La Rue,Presse Tabac (Hors Bar),15,5%,0,1,-1
450243,Orléans,Dans La Rue,Presse Tabac (Hors Bar),28,10%,0,1,-1
450244,Orléans,Dans La Rue,Presse Tabac (Hors Bar),1,4%,0,1,-1
450246,Orléans,Dans La Rue,Bars (Dont Tabac),69,25%,0,1,1
450247,Orléans,Dans La Rue,Presse Librairie Papeterie,19,6%,0,1,-1
450248,Orléans,Dans La Rue,Presse Tabac (Hors Bar),56,20%,0,1,0
450249,Orléans,Dans La Rue,Presse Tabac (Hors Bar),77,26%,0,1,1
450250,Orléans,Dans La Rue,Bars (Dont Tabac),68,24%,0,1,1
450252,Orléans,Dans La Rue,Presse Tabac (Hors Bar),13,4%,0,1,-1
450253,Orléans,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
450256,Orléans,Dans La Rue,Presse Tabac (Hors Bar),72,26%,0,1,1
450258,Orléans,Dans La Rue,Bars (Dont Tabac),121,52%,0,1,1
450259,Orléans,Dans La Rue,Presse Librairie Papeterie,39,14%,0,1,0
450264,Orléans,Dans La Rue,Presse Tabac (Hors Bar),7,9%,0,1,-1
450272,Orléans,Dans La Rue,Bars (Dont Tabac),8,3%,0,1,-1
450273,Orléans,Dans La Rue,Presse Tabac (Hors Bar),46,16%,0,1,0
450278,Orléans,Dans La Rue,Bars (Dont Tabac),1,11%,0,1,-1
450280,Orléans,Dans La Rue,Bars (Dont Tabac),112,38%,0,1,1
450291,Orléans,Dans La Rue,Kiosques,49,30%,0,1,1
450298,Orléans,Dans La Rue,Presse Librairie Papeterie,68,23%,0,1,1
450300,Ormes,Dans La Rue,Presse Tabac (Hors Bar),7,7%,0,1,-1
450301,Saran,Ds Hypermarche,Rayons Hypermarches,80,26%,0,1,1
450303,Saran,Dans La Rue,Bars (Dont Tabac),32,19%,0,1,0
450305,Saran,Dans La Rue,Presse Tabac (Hors Bar),51,17%,0,1,0
450307,Saint-Denis-en-Val,Dans La Rue,Presse Et Connexes,1,0%,0,1,-1
450309,Saint-Jean-de-Braye,Dans La Rue,Bars (Dont Tabac),41,13%,0,1,0
450311,Saint-Jean-de-Braye,Ccial Avec Sup.,Presse Et Connexes,103,43%,0,1,1
450313,Saint-Jean-de-Braye,Dans La Rue,Bars (Dont Tabac),62,20%,0,1,0
450314,Saint-Jean-de-Braye,Dans La Rue,Presse Tabac (Hors Bar),69,23%,0,1,1
450319,Saint-Jean-de-la-Ruelle,Dans La Rue,Presse Tabac (Hors Bar),5,50%,0,1,1
450321,Saint-Jean-le-Blanc,Dans La Rue,Bars (Dont Tabac),69,24%,0,1,1
450322,Saint-Jean-le-Blanc,Ds Supermarche,Rayons Supermarches,101,33%,0,1,1
450323,Saint-Pryvé-Saint-Mesmin,Dans La Rue,Bars (Dont Tabac),131,45%,0,1,1
450324,Saint-Pryvé-Saint-Mesmin,Dans La Rue,Presse Tabac (Hors Bar),65,21%,0,1,0
450330,Pannes,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
450335,Pithiviers,Dans La Rue,Enseignes/Concepts,27,9%,0,1,-1
450340,Pithiviers,Dans La Rue,Presse Tabac (Hors Bar),9,12%,0,1,-1
450341,Pithiviers,Dans La Rue,Presse Tabac (Hors Bar),1,14%,0,1,0
450342,Pithiviers,Dans La Rue,Bars (Dont Tabac),0,0%,0,0,-1
450345,Pithiviers,Ds Supermarche,Rayons Supermarches,3,75%,0,1,1
450352,Sandillon,Dans La Rue,Presse Tabac (Hors Bar),73,24%,0,1,1
450356,Sermaises,Dans La Rue,Presse Tabac (Hors Bar),3,6%,0,1,-1
450358,Saint-Ay,Dans La Rue,Presse Tabac (Hors Bar),122,45%,0,1,1
450361,Saint-Cyr-en-Val,Dans La Rue,Presse Tabac (Hors Bar),48,16%,0,1,0
450364,Saint-Gondon,Epicerie,Presse Tabac (Hors Bar),44,20%,0,1,0
450376,Sully-sur-Loire,Dans La Rue,Presse Tabac (Hors Bar),7,10%,0,1,-1
450381,Triguères,Epicerie,Presse Tabac (Hors Bar),8,3%,0,1,-1
450382,Vannes-sur-Cosson,Dans La Rue,Bars (Dont Tabac),82,28%,0,1,1
450384,Varennes-Changy,Epicerie,Alimentation,88,35%,0,1,1
450385,Vienne-en-Val,Dans La Rue,Bars (Dont Tabac),87,37%,0,1,1
450400,Donnery,Dans La Rue,Bars (Dont Tabac),20,15%,0,1,0
450404,Amilly,Ds Un Hopital,Relais H,70,23%,0,1,1
450473,Saint-Ay,Ds Hypermarche,Rayons Hypermarches,54,18%,0,1,0
450474,Fleury-les-Aubrais,Ccial Avec Hyp.,Presse Et Connexes,92,30%,0,1,1
450475,Olivet,Dans La Rue,Enseignes/Concepts,72,24%,0,1,1
450476,Villemandeur,Ds Supermarche,Rayons Supermarches,103,34%,0,1,1
450477,Lorris,Ds Supermarche,Rayons Supermarches,109,36%,0,1,1
450484,Saint-Père-sur-Loire,Ds Hypermarche,Rayons Hypermarches,73,24%,0,1,1
450485,Orléans,Ds Supermarche,Rayons Supermarches,21,7%,0,1,-1
