Date,Delivered,Sales,code_dept
11-2015,6736.0,2770.0,46
12-2015,5868.0,2588.0,46
01-2016,5567.0,2297.0,46
02-2016,5556.0,2373.0,46
03-2016,5717.0,2550.0,46
04-2016,5956.0,3004.0,46
05-2016,6163.0,2983.0,46
06-2016,6441.0,3273.0,46
07-2016,9192.0,4901.0,46
08-2016,11062.0,6224.0,46
09-2016,7709.0,3651.0,46
10-2016,6737.0,3137.0,46
11-2016,7310.0,2870.0,46
12-2016,6739.0,2611.0,46
01-2014,7322.0,3456.0,47
02-2014,6524.0,3189.0,47
03-2014,7549.0,4030.0,47
04-2014,7626.0,3946.0,47
05-2014,8005.0,3788.0,47
06-2014,7303.0,3413.0,47
07-2014,9091.0,4589.0,47
08-2014,9235.0,5050.0,47
09-2014,8480.0,4106.0,47
10-2014,7306.0,3573.0,47
11-2014,6680.0,3135.0,47
12-2014,6963.0,3238.0,47
01-2015,7375.0,3492.0,47
02-2015,6012.0,2786.0,47
03-2015,6415.0,2916.0,47
04-2015,6360.0,2994.0,47
05-2015,6603.0,2827.0,47
06-2015,6653.0,3118.0,47
07-2015,8431.0,3830.0,47
08-2015,8255.0,3925.0,47
09-2015,6615.0,3223.0,47
10-2015,6640.0,3038.0,47
11-2015,7150.0,2862.0,47
12-2015,6384.0,2829.0,47
01-2016,5771.0,2546.0,47
02-2016,5802.0,2555.0,47
03-2016,5791.0,2681.0,47
04-2016,5432.0,2549.0,47
05-2016,5919.0,2511.0,47
06-2016,6319.0,2748.0,47
07-2016,7725.0,3445.0,47
08-2016,8354.0,3872.0,47
09-2016,7180.0,2750.0,47
10-2016,6570.0,2652.0,47
11-2016,7254.0,2735.0,47
12-2016,6998.0,2636.0,47
01-2014,1745.0,635.0,48
02-2014,1487.0,538.0,48
03-2014,1674.0,789.0,48
04-2014,1953.0,941.0,48
05-2014,2389.0,1043.0,48
06-2014,2405.0,1194.0,48
07-2014,4292.0,2435.0,48
08-2014,5102.0,3295.0,48
09-2014,3282.0,1674.0,48
10-2014,2372.0,1023.0,48
11-2014,1633.0,679.0,48
12-2014,1725.0,564.0,48
01-2015,1699.0,601.0,48
02-2015,1243.0,486.0,48
03-2015,1440.0,531.0,48
04-2015,1844.0,740.0,48
05-2015,2116.0,831.0,48
06-2015,2317.0,931.0,48
07-2015,3916.0,1967.0,48
08-2015,5286.0,2633.0,48
09-2015,2911.0,1184.0,48
10-2015,2319.0,953.0,48
11-2015,1833.0,614.0,48
12-2015,1491.0,486.0,48
01-2016,1315.0,354.0,48
02-2016,1316.0,378.0,48
03-2016,1351.0,431.0,48
04-2016,1461.0,700.0,48
05-2016,1499.0,734.0,48
06-2016,1949.0,933.0,48
07-2016,2827.0,1722.0,48
08-2016,3693.0,2380.0,48
09-2016,2518.0,1061.0,48
10-2016,2202.0,874.0,48
11-2016,1903.0,664.0,48
12-2016,1621.0,477.0,48
01-2014,14180.0,7072.0,49
02-2014,13123.0,6476.0,49
03-2014,15012.0,7870.0,49
04-2014,14118.0,7199.0,49
05-2014,13639.0,6733.0,49
06-2014,12756.0,6280.0,49
07-2014,14461.0,6931.0,49
08-2014,13168.0,7078.0,49
09-2014,13967.0,7353.0,49
10-2014,13493.0,6971.0,49
11-2014,12889.0,6449.0,49
12-2014,13379.0,7200.0,49
01-2015,14406.0,7973.0,49
02-2015,12207.0,6408.0,49
03-2015,13780.0,6568.0,49
04-2015,12836.0,6171.0,49
05-2015,12008.0,5685.0,49
06-2015,12717.0,6146.0,49
07-2015,12586.0,6082.0,49
08-2015,12115.0,5880.0,49
09-2015,12466.0,6003.0,49
10-2015,16528.0,6526.0,49
11-2015,15988.0,6402.0,49
12-2015,12414.0,6245.0,49
01-2016,11411.0,5761.0,49
02-2016,12019.0,5668.0,49
03-2016,11978.0,5703.0,49
04-2016,11410.0,5517.0,49
05-2016,10709.0,5348.0,49
06-2016,11617.0,5951.0,49
07-2016,11362.0,5498.0,49
08-2016,10622.0,5501.0,49
09-2016,11686.0,5546.0,49
10-2016,12822.0,5686.0,49
11-2016,13571.0,6065.0,49
12-2016,12246.0,5890.0,49
01-2014,11036.0,5213.0,50
02-2014,11071.0,5039.0,50
03-2014,11851.0,6215.0,50
04-2014,14446.0,7678.0,50
05-2014,14060.0,6493.0,50
06-2014,12977.0,6306.0,50
07-2014,21019.0,11627.0,50
08-2014,22811.0,13858.0,50
09-2014,15493.0,8112.0,50
10-2014,13758.0,6590.0,50
11-2014,11567.0,5518.0,50
12-2014,11892.0,5562.0,50
01-2015,12419.0,5751.0,50
02-2015,11043.0,5356.0,50
03-2015,12287.0,5520.0,50
04-2015,13750.0,6500.0,50
05-2015,12367.0,5882.0,50
06-2015,12215.0,6056.0,50
07-2015,19388.0,10664.0,50
08-2015,20631.0,11625.0,50
09-2015,14091.0,6743.0,50
10-2015,14399.0,6306.0,50
11-2015,12639.0,4874.0,50
12-2015,11146.0,5180.0,50
01-2016,10348.0,4293.0,50
02-2016,10695.0,4351.0,50
03-2016,11102.0,4805.0,50
04-2016,11835.0,5608.0,50
05-2016,11288.0,5017.0,50
06-2016,11940.0,5365.0,50
07-2016,17217.0,9134.0,50
08-2016,19760.0,11056.0,50
09-2016,13914.0,5961.0,50
10-2016,13214.0,5299.0,50
11-2016,13313.0,4912.0,50
12-2016,11625.0,4786.0,50
01-2014,9299.0,4158.0,51
02-2014,8350.0,3710.0,51
03-2014,9409.0,4804.0,51
04-2014,9824.0,4487.0,51
05-2014,9870.0,4269.0,51
06-2014,8851.0,3766.0,51
07-2014,9395.0,4113.0,51
08-2014,8177.0,3673.0,51
09-2014,9270.0,4579.0,51
10-2014,8774.0,4451.0,51
11-2014,7986.0,3874.0,51
12-2014,7524.0,3894.0,51
01-2015,8888.0,4686.0,51
02-2015,7221.0,3634.0,51
03-2015,7402.0,3576.0,51
04-2015,7827.0,3652.0,51
05-2015,7178.0,3181.0,51
06-2015,8462.0,3893.0,51
07-2015,7737.0,3371.0,51
08-2015,6227.0,2864.0,51
09-2015,7173.0,3552.0,51
10-2015,7816.0,3488.0,51
11-2015,8023.0,3635.0,51
12-2015,7055.0,3460.0,51
01-2016,6875.0,3147.0,51
02-2016,6623.0,3018.0,51
03-2016,6688.0,3225.0,51
04-2016,6197.0,2982.0,51
05-2016,6280.0,2951.0,51
06-2016,7004.0,3152.0,51
07-2016,6353.0,2769.0,51
08-2016,5344.0,2677.0,51
09-2016,7040.0,3189.0,51
10-2016,7781.0,3196.0,51
11-2016,8234.0,3383.0,51
12-2016,7205.0,3262.0,51
01-2014,3740.0,1006.0,52
02-2014,3171.0,880.0,52
03-2014,3030.0,1214.0,52
04-2014,2863.0,1237.0,52
05-2014,2920.0,1135.0,52
06-2014,2678.0,1068.0,52
07-2014,3505.0,1340.0,52
08-2014,3565.0,1505.0,52
09-2014,3739.0,1283.0,52
10-2014,3063.0,1201.0,52
11-2014,3138.0,1065.0,52
12-2014,2550.0,986.0,52
01-2015,2730.0,1133.0,52
02-2015,2158.0,897.0,52
03-2015,2332.0,1007.0,52
04-2015,2385.0,1041.0,52
05-2015,2045.0,942.0,52
06-2015,2281.0,1009.0,52
07-2015,2205.0,1144.0,52
08-2015,2243.0,1139.0,52
09-2015,2209.0,1038.0,52
10-2015,2445.0,1059.0,52
11-2015,2285.0,1008.0,52
12-2015,1982.0,971.0,52
01-2016,1871.0,859.0,52
02-2016,1896.0,853.0,52
03-2016,2027.0,961.0,52
04-2016,1863.0,938.0,52
05-2016,1911.0,1062.0,52
06-2016,2066.0,1081.0,52
07-2016,2204.0,1056.0,52
08-2016,2211.0,1194.0,52
09-2016,2337.0,1126.0,52
10-2016,2476.0,1077.0,52
11-2016,2604.0,1067.0,52
12-2016,2541.0,1029.0,52
01-2014,3841.0,1678.0,53
02-2014,3558.0,1439.0,53
03-2014,4384.0,1921.0,53
04-2014,4212.0,1924.0,53
05-2014,4103.0,1681.0,53
06-2014,3786.0,1575.0,53
07-2014,4228.0,1686.0,53
08-2014,4388.0,1952.0,53
09-2014,4227.0,1834.0,53
10-2014,4237.0,1715.0,53
11-2014,3602.0,1539.0,53
12-2014,3947.0,1597.0,53
01-2015,4541.0,1943.0,53
02-2015,3663.0,1662.0,53
03-2015,4267.0,1610.0,53
04-2015,3851.0,1537.0,53
05-2015,3621.0,1370.0,53
06-2015,3680.0,1451.0,53
07-2015,3354.0,1503.0,53
08-2015,4221.0,1738.0,53
09-2015,3547.0,1492.0,53
10-2015,4264.0,1564.0,53
11-2015,4340.0,1450.0,53
12-2015,3643.0,1504.0,53
01-2016,3391.0,1360.0,53
02-2016,3161.0,1364.0,53
03-2016,3302.0,1355.0,53
04-2016,2994.0,1333.0,53
05-2016,3142.0,1309.0,53
06-2016,3246.0,1429.0,53
07-2016,3353.0,1402.0,53
08-2016,3460.0,1642.0,53
09-2016,3466.0,1374.0,53
10-2016,3635.0,1506.0,53
11-2016,4130.0,1560.0,53
12-2016,3844.0,1449.0,53
01-2014,9948.0,4205.0,54
02-2014,8911.0,3772.0,54
03-2014,9929.0,4869.0,54
04-2014,9626.0,4331.0,54
05-2014,9770.0,3972.0,54
06-2014,9139.0,3793.0,54
07-2014,9923.0,3835.0,54
08-2014,8245.0,3561.0,54
09-2014,9594.0,4369.0,54
10-2014,9841.0,4326.0,54
11-2014,8876.0,3836.0,54
12-2014,9345.0,3939.0,54
01-2015,10160.0,5049.0,54
02-2015,8327.0,3921.0,54
03-2015,9111.0,3984.0,54
04-2015,8351.0,3799.0,54
05-2015,7786.0,3476.0,54
06-2015,8258.0,3842.0,54
07-2015,8216.0,3347.0,54
08-2015,6682.0,2842.0,54
09-2015,7882.0,3757.0,54
10-2015,9464.0,3821.0,54
11-2015,9967.0,4020.0,54
12-2015,8602.0,3924.0,54
01-2016,7705.0,3500.0,54
02-2016,7804.0,3362.0,54
03-2016,7892.0,3509.0,54
04-2016,6774.0,3217.0,54
05-2016,6275.0,3140.0,54
06-2016,6496.0,3417.0,54
07-2016,6176.0,2776.0,54
08-2016,5685.0,2873.0,54
09-2016,7198.0,3386.0,54
10-2016,7833.0,3316.0,54
11-2016,8315.0,3783.0,54
12-2016,7439.0,3547.0,54
01-2014,1933.0,604.0,55
02-2014,1800.0,570.0,55
03-2014,1837.0,699.0,55
04-2014,1695.0,739.0,55
05-2014,1831.0,692.0,55
06-2014,1682.0,611.0,55
07-2014,1880.0,740.0,55
08-2014,1587.0,739.0,55
09-2014,1840.0,671.0,55
10-2014,1718.0,620.0,55
11-2014,1590.0,570.0,55
12-2014,1492.0,578.0,55
01-2015,1839.0,711.0,55
02-2015,1445.0,580.0,55
03-2015,1610.0,564.0,55
04-2015,1560.0,543.0,55
05-2015,1512.0,547.0,55
06-2015,1472.0,546.0,55
07-2015,1528.0,581.0,55
08-2015,1425.0,567.0,55
09-2015,1367.0,513.0,55
10-2015,1347.0,522.0,55
11-2015,1303.0,482.0,55
12-2015,1248.0,514.0,55
01-2016,1186.0,475.0,55
02-2016,1216.0,458.0,55
03-2016,1225.0,406.0,55
04-2016,1106.0,473.0,55
05-2016,1106.0,495.0,55
06-2016,1271.0,518.0,55
07-2016,1282.0,563.0,55
08-2016,1211.0,544.0,55
09-2016,1299.0,441.0,55
10-2016,1376.0,480.0,55
11-2016,1491.0,473.0,55
12-2016,1366.0,429.0,55
01-2014,18894.0,9916.0,56
02-2014,18594.0,9618.0,56
03-2014,21286.0,12238.0,56
04-2014,29512.0,16992.0,56
05-2014,29098.0,14091.0,56
06-2014,23955.0,13483.0,56
07-2014,46816.0,29348.0,56
08-2014,49656.0,35427.0,56
09-2014,31257.0,17690.0,56
10-2014,25787.0,13770.0,56
11-2014,20776.0,10001.0,56
12-2014,21226.0,10317.0,56
01-2015,17487.0,9927.0,56
02-2015,19907.0,9532.0,56
03-2015,21172.0,9844.0,56
04-2015,29581.0,14243.0,56
05-2015,25387.0,12651.0,56
06-2015,24675.0,13130.0,56
07-2015,44951.0,26352.0,56
08-2015,46962.0,29199.0,56
09-2015,28489.0,14598.0,56
10-2015,26821.0,12615.0,56
11-2015,23292.0,9333.0,56
12-2015,20539.0,9539.0,56
01-2016,18352.0,8296.0,56
02-2016,23645.0,9089.0,56
03-2016,24893.0,9802.0,56
04-2016,31024.0,13073.0,56
05-2016,28346.0,11183.0,56
06-2016,26259.0,12261.0,56
07-2016,52138.0,23971.0,56
08-2016,61389.0,29317.0,56
09-2016,29096.0,13588.0,56
10-2016,27419.0,11667.0,56
11-2016,29580.0,10206.0,56
12-2016,32175.0,10159.0,56
01-2014,12161.0,5243.0,57
02-2014,11230.0,4698.0,57
03-2014,11935.0,5711.0,57
04-2014,11305.0,5317.0,57
05-2014,11963.0,5157.0,57
06-2014,10886.0,4663.0,57
07-2014,12226.0,4953.0,57
08-2014,11264.0,4926.0,57
09-2014,11922.0,5399.0,57
10-2014,11256.0,5241.0,57
11-2014,10665.0,4732.0,57
12-2014,10337.0,4915.0,57
01-2015,11985.0,5983.0,57
02-2015,9582.0,4637.0,57
03-2015,10334.0,4883.0,57
04-2015,10262.0,4547.0,57
05-2015,9580.0,4289.0,57
06-2015,10000.0,4525.0,57
07-2015,9940.0,4455.0,57
08-2015,8766.0,3997.0,57
09-2015,9471.0,4512.0,57
10-2015,10673.0,4739.0,57
11-2015,11517.0,4821.0,57
12-2015,10406.0,4770.0,57
01-2016,9486.0,4418.0,57
02-2016,9599.0,4322.0,57
03-2016,9906.0,4403.0,57
04-2016,9335.0,4074.0,57
05-2016,8691.0,3888.0,57
06-2016,9239.0,4177.0,57
07-2016,8930.0,3898.0,57
08-2016,8348.0,3795.0,57
09-2016,9581.0,4185.0,57
10-2016,10354.0,4445.0,57
11-2016,10670.0,4714.0,57
12-2016,9997.0,4536.0,57
01-2014,6129.0,2700.0,58
02-2014,5447.0,2394.0,58
03-2014,6123.0,3239.0,58
04-2014,6567.0,3405.0,58
05-2014,6456.0,3056.0,58
06-2014,5654.0,2882.0,58
07-2014,8645.0,4393.0,58
08-2014,8534.0,4872.0,58
09-2014,6471.0,3422.0,58
10-2014,6018.0,3069.0,58
11-2014,5771.0,2632.0,58
12-2014,5556.0,2681.0,58
01-2015,5969.0,2805.0,58
02-2015,4482.0,2429.0,58
03-2015,4506.0,2290.0,58
04-2015,5435.0,2708.0,58
05-2015,5287.0,2550.0,58
06-2015,5193.0,2533.0,58
07-2015,7263.0,3624.0,58
08-2015,7752.0,3961.0,58
09-2015,6041.0,2697.0,58
10-2015,5738.0,2680.0,58
11-2015,5678.0,2468.0,58
12-2015,4896.0,2449.0,58
01-2016,4304.0,2145.0,58
02-2016,4427.0,2070.0,58
03-2016,4560.0,2241.0,58
04-2016,4595.0,2302.0,58
05-2016,4767.0,2317.0,58
06-2016,4591.0,2387.0,58
07-2016,5893.0,3186.0,58
08-2016,6466.0,3822.0,58
09-2016,5050.0,2336.0,58
10-2016,5647.0,2522.0,58
11-2016,5970.0,2363.0,58
12-2016,5472.0,2205.0,58
01-2014,31176.0,14940.0,59
02-2014,28956.0,13717.0,59
03-2014,31349.0,17131.0,59
04-2014,30232.0,15407.0,59
05-2014,29699.0,14682.0,59
06-2014,27612.0,13451.0,59
07-2014,30631.0,13487.0,59
08-2014,27038.0,11812.0,59
09-2014,32037.0,15766.0,59
10-2014,31625.0,15041.0,59
11-2014,28048.0,14127.0,59
12-2014,28147.0,13976.0,59
01-2015,30840.0,16850.0,59
02-2015,25057.0,13684.0,59
03-2015,26428.0,13085.0,59
04-2015,26718.0,12997.0,59
05-2015,25293.0,11701.0,59
06-2015,26421.0,12962.0,59
07-2015,25856.0,11359.0,59
08-2015,22037.0,9943.0,59
09-2015,26668.0,13037.0,59
10-2015,28684.0,13379.0,59
11-2015,29801.0,13866.0,59
12-2015,27091.0,13446.0,59
01-2016,24352.0,11728.0,59
02-2016,25699.0,11854.0,59
03-2016,26050.0,12252.0,59
04-2016,22456.0,11232.0,59
05-2016,21750.0,10999.0,59
06-2016,22920.0,11907.0,59
07-2016,21604.0,10303.0,59
08-2016,19081.0,9638.0,59
09-2016,23946.0,11616.0,59
10-2016,24999.0,11965.0,59
11-2016,27479.0,13519.0,59
12-2016,25576.0,12356.0,59
01-2014,16360.0,8972.0,60
02-2014,14674.0,7966.0,60
03-2014,16657.0,9623.0,60
04-2014,15300.0,8634.0,60
05-2014,15327.0,8546.0,60
06-2014,14012.0,7747.0,60
07-2014,14590.0,8267.0,60
08-2014,13035.0,7541.0,60
09-2014,15624.0,8771.0,60
10-2014,14704.0,8475.0,60
11-2014,13855.0,7670.0,60
12-2014,14260.0,8013.0,60
01-2015,16715.0,9368.0,60
02-2015,13470.0,7564.0,60
03-2015,13203.0,7131.0,60
04-2015,13138.0,7267.0,60
05-2015,12986.0,7150.0,60
06-2015,13783.0,7357.0,60
07-2015,13128.0,7224.0,60
08-2015,12037.0,6330.0,60
09-2015,12998.0,7163.0,60
10-2015,15331.0,7592.0,60
11-2015,15976.0,7750.0,60
12-2015,14631.0,7099.0,60
01-2016,13988.0,6664.0,60
02-2016,14418.0,6453.0,60
03-2016,13890.0,6651.0,60
04-2016,12367.0,6362.0,60
05-2016,11398.0,6094.0,60
06-2016,11936.0,6498.0,60
07-2016,10662.0,5735.0,60
08-2016,9892.0,5516.0,60
09-2016,12283.0,6159.0,60
10-2016,13472.0,6385.0,60
11-2016,14683.0,6817.0,60
12-2016,12490.0,6352.0,60
01-2014,7978.0,3504.0,61
02-2014,7121.0,3220.0,61
03-2014,7633.0,4074.0,61
04-2014,8872.0,4589.0,61
05-2014,8540.0,4133.0,61
06-2014,7432.0,3655.0,61
07-2014,10642.0,5194.0,61
08-2014,10916.0,5868.0,61
09-2014,8093.0,4415.0,61
10-2014,8315.0,3872.0,61
11-2014,7213.0,3329.0,61
12-2014,7279.0,3480.0,61
01-2015,7690.0,3669.0,61
02-2015,6517.0,3159.0,61
03-2015,6693.0,2936.0,61
04-2015,8123.0,3676.0,61
05-2015,7554.0,3529.0,61
06-2015,7125.0,3424.0,61
07-2015,9385.0,4712.0,61
08-2015,9740.0,5021.0,61
09-2015,7904.0,3736.0,61
10-2015,7887.0,3648.0,61
11-2015,7612.0,3048.0,61
12-2015,6650.0,3238.0,61
01-2016,6196.0,2790.0,61
02-2016,6283.0,2823.0,61
03-2016,6272.0,2970.0,61
04-2016,5991.0,3024.0,61
05-2016,5961.0,3016.0,61
06-2016,6162.0,2950.0,61
07-2016,6917.0,3710.0,61
08-2016,8362.0,4706.0,61
09-2016,6432.0,3157.0,61
10-2016,6551.0,3194.0,61
11-2016,6621.0,2943.0,61
12-2016,6093.0,3078.0,61
01-2014,14018.0,6426.0,62
02-2014,12757.0,5868.0,62
03-2014,15270.0,7753.0,62
04-2014,16180.0,8332.0,62
05-2014,16495.0,7599.0,62
06-2014,14228.0,6775.0,62
07-2014,23794.0,11717.0,62
08-2014,24001.0,13084.0,62
09-2014,16767.0,7774.0,62
10-2014,15623.0,7459.0,62
11-2014,14069.0,6367.0,62
12-2014,13536.0,6537.0,62
01-2015,14454.0,6889.0,62
02-2015,11866.0,5879.0,62
03-2015,12696.0,5798.0,62
04-2015,15189.0,7172.0,62
05-2015,15213.0,6824.0,62
06-2015,13835.0,6342.0,62
07-2015,20347.0,10146.0,62
08-2015,20731.0,10759.0,62
09-2015,15105.0,6259.0,62
10-2015,16186.0,6792.0,62
11-2015,15947.0,6096.0,62
12-2015,13609.0,6290.0,62
01-2016,12485.0,5111.0,62
02-2016,12365.0,5309.0,62
03-2016,12714.0,5500.0,62
04-2016,12127.0,6145.0,62
05-2016,12540.0,5925.0,62
06-2016,12515.0,5727.0,62
07-2016,16079.0,8924.0,62
08-2016,17766.0,10381.0,62
09-2016,14299.0,5831.0,62
10-2016,14326.0,6137.0,62
11-2016,15328.0,6068.0,62
12-2016,13351.0,6018.0,62
01-2014,10777.0,5379.0,63
02-2014,10518.0,5015.0,63
03-2014,12038.0,6071.0,63
04-2014,11491.0,5637.0,63
05-2014,11070.0,5578.0,63
06-2014,10747.0,5342.0,63
07-2014,14603.0,7029.0,63
08-2014,13614.0,7294.0,63
09-2014,13631.0,6688.0,63
10-2014,11934.0,5885.0,63
11-2014,10166.0,4921.0,63
12-2014,11129.0,5398.0,63
01-2015,12523.0,6190.0,63
02-2015,10565.0,5178.0,63
03-2015,11494.0,5016.0,63
04-2015,10788.0,4997.0,63
05-2015,9936.0,4745.0,63
06-2015,11013.0,4977.0,63
07-2015,13354.0,6000.0,63
08-2015,12985.0,6125.0,63
09-2015,12612.0,5500.0,63
10-2015,13178.0,5431.0,63
11-2015,13098.0,5263.0,63
12-2015,11683.0,4886.0,63
01-2016,10949.0,4438.0,63
02-2016,11261.0,4537.0,63
03-2016,11164.0,4533.0,63
04-2016,9464.0,4470.0,63
05-2016,9552.0,4423.0,63
06-2016,10519.0,4832.0,63
07-2016,11229.0,5414.0,63
08-2016,10960.0,5862.0,63
09-2016,10453.0,4948.0,63
10-2016,10732.0,4912.0,63
11-2016,11094.0,4830.0,63
12-2016,10552.0,4534.0,63
01-2014,29200.0,16561.0,64
02-2014,26296.0,15031.0,64
03-2014,30512.0,17958.0,64
04-2014,32801.0,19363.0,64
05-2014,31997.0,17257.0,64
06-2014,28768.0,17185.0,64
07-2014,43563.0,27883.0,64
08-2014,46480.0,31633.0,64
09-2014,37831.0,23147.0,64
10-2014,31355.0,18170.0,64
11-2014,25858.0,14432.0,64
12-2014,27753.0,16303.0,64
01-2015,28342.0,16578.0,64
02-2015,24782.0,15154.0,64
03-2015,27112.0,14843.0,64
04-2015,28642.0,17030.0,64
05-2015,26870.0,15369.0,64
06-2015,28180.0,16371.0,64
07-2015,40454.0,24696.0,64
08-2015,42254.0,27076.0,64
09-2015,32472.0,19864.0,64
10-2015,30247.0,16645.0,64
11-2015,29129.0,13943.0,64
12-2015,27227.0,14522.0,64
01-2016,24460.0,13429.0,64
02-2016,25625.0,13432.0,64
03-2016,25837.0,13855.0,64
04-2016,27078.0,14682.0,64
05-2016,25392.0,13672.0,64
06-2016,27989.0,15200.0,64
07-2016,40313.0,21761.0,64
08-2016,44292.0,25788.0,64
09-2016,33357.0,17908.0,64
10-2016,29868.0,14988.0,64
11-2016,30203.0,13903.0,64
12-2016,28043.0,14225.0,64
01-2014,8758.0,3917.0,65
02-2014,7712.0,3942.0,65
03-2014,8865.0,4800.0,65
04-2014,8360.0,3990.0,65
05-2014,8445.0,3983.0,65
06-2014,7634.0,3878.0,65
07-2014,10660.0,5408.0,65
08-2014,11321.0,6356.0,65
09-2014,9261.0,4785.0,65
10-2014,9150.0,4502.0,65
11-2014,6961.0,3048.0,65
12-2014,7181.0,3711.0,65
01-2015,8139.0,3925.0,65
02-2015,7911.0,4121.0,65
03-2015,8201.0,3561.0,65
04-2015,7933.0,3564.0,65
05-2015,7857.0,3413.0,65
06-2015,7825.0,3679.0,65
07-2015,9395.0,4713.0,65
08-2015,9798.0,5052.0,65
09-2015,8436.0,3938.0,65
10-2015,7806.0,3439.0,65
11-2015,7068.0,3017.0,65
12-2015,7056.0,3174.0,65
01-2016,6754.0,2859.0,65
02-2016,7843.0,3396.0,65
03-2016,7205.0,3006.0,65
04-2016,6260.0,2922.0,65
05-2016,6193.0,2854.0,65
06-2016,6728.0,3245.0,65
07-2016,8715.0,4102.0,65
08-2016,9303.0,4805.0,65
09-2016,7784.0,3511.0,65
10-2016,7582.0,3398.0,65
11-2016,7566.0,2818.0,65
12-2016,7363.0,2961.0,65
01-2014,13129.0,7037.0,66
02-2014,12643.0,6483.0,66
03-2014,15359.0,8456.0,66
04-2014,15773.0,8532.0,66
05-2014,15552.0,8220.0,66
06-2014,15866.0,8438.0,66
07-2014,25376.0,13472.0,66
08-2014,25555.0,14751.0,66
09-2014,21291.0,11247.0,66
10-2014,16382.0,8303.0,66
11-2014,13875.0,6371.0,66
12-2014,13883.0,6461.0,66
01-2015,13962.0,7189.0,66
02-2015,12424.0,6779.0,66
03-2015,13527.0,6766.0,66
04-2015,14343.0,7169.0,66
05-2015,13952.0,6724.0,66
06-2015,15172.0,8294.0,66
07-2015,22015.0,11286.0,66
08-2015,22787.0,11936.0,66
09-2015,19131.0,9142.0,66
10-2015,16284.0,7057.0,66
11-2015,14724.0,6002.0,66
12-2015,12146.0,5838.0,66
01-2016,11485.0,5379.0,66
02-2016,12487.0,5569.0,66
03-2016,12782.0,5815.0,66
04-2016,12086.0,5910.0,66
05-2016,12378.0,6007.0,66
06-2016,14045.0,7513.0,66
07-2016,19086.0,9730.0,66
08-2016,20277.0,10459.0,66
09-2016,16736.0,8020.0,66
10-2016,14426.0,6485.0,66
11-2016,13970.0,5951.0,66
12-2016,12158.0,5441.0,66
01-2014,18248.0,9035.0,67
02-2014,16535.0,7824.0,67
03-2014,18415.0,9527.0,67
04-2014,17809.0,8907.0,67
05-2014,17736.0,8512.0,67
06-2014,16758.0,7895.0,67
07-2014,18297.0,8663.0,67
08-2014,16949.0,7996.0,67
09-2014,17997.0,9058.0,67
10-2014,17127.0,8624.0,67
11-2014,16590.0,7909.0,67
12-2014,16098.0,8216.0,67
01-2015,18349.0,9793.0,67
02-2015,15220.0,7727.0,67
03-2015,16664.0,7768.0,67
04-2015,15888.0,7551.0,67
05-2015,14724.0,7162.0,67
06-2015,15651.0,7864.0,67
07-2015,15412.0,7560.0,67
08-2015,14502.0,6581.0,67
09-2015,15541.0,7922.0,67
10-2015,16185.0,8103.0,67
11-2015,16606.0,8068.0,67
12-2015,15146.0,8193.0,67
01-2016,14130.0,7149.0,67
02-2016,14221.0,7062.0,67
03-2016,14214.0,7338.0,67
04-2016,13326.0,6967.0,67
05-2016,12693.0,6734.0,67
06-2016,13464.0,7257.0,67
07-2016,12625.0,6515.0,67
08-2016,11898.0,6353.0,67
09-2016,14601.0,7201.0,67
10-2016,15926.0,7445.0,67
11-2016,16170.0,7622.0,67
12-2016,14846.0,7626.0,67
01-2014,10557.0,4794.0,68
02-2014,9701.0,4192.0,68
03-2014,10552.0,5191.0,68
04-2014,9761.0,4594.0,68
05-2014,9623.0,4620.0,68
06-2014,8867.0,4169.0,68
07-2014,9894.0,4803.0,68
08-2014,9242.0,4975.0,68
09-2014,10430.0,5058.0,68
10-2014,9549.0,4790.0,68
11-2014,8482.0,4383.0,68
12-2014,8791.0,4638.0,68
01-2015,9963.0,5354.0,68
02-2015,8444.0,4414.0,68
03-2015,8854.0,4549.0,68
04-2015,8609.0,4376.0,68
05-2015,8264.0,4131.0,68
06-2015,8990.0,4468.0,68
07-2015,8835.0,4371.0,68
08-2015,7975.0,4136.0,68
09-2015,8552.0,4309.0,68
10-2015,10059.0,4466.0,68
11-2015,9762.0,4175.0,68
12-2015,9522.0,4572.0,68
01-2016,8753.0,3789.0,68
02-2016,8478.0,3766.0,68
03-2016,8293.0,3833.0,68
04-2016,7289.0,3660.0,68
05-2016,7321.0,3533.0,68
06-2016,7618.0,3782.0,68
07-2016,7560.0,3774.0,68
08-2016,7504.0,3867.0,68
09-2016,8436.0,3647.0,68
10-2016,9379.0,3932.0,68
11-2016,9701.0,4019.0,68
12-2016,8906.0,4262.0,68
01-2014,64213.0,41115.0,69
02-2014,60504.0,37871.0,69
03-2014,66939.0,42909.0,69
04-2014,67362.0,41017.0,69
05-2014,64393.0,37660.0,69
06-2014,59086.0,35354.0,69
07-2014,61547.0,34107.0,69
08-2014,49825.0,28098.0,69
09-2014,66047.0,40445.0,69
10-2014,63655.0,37980.0,69
11-2014,57770.0,36632.0,69
12-2014,62864.0,39228.0,69
01-2015,70535.0,43965.0,69
02-2015,56298.0,35320.0,69
03-2015,61768.0,36990.0,69
04-2015,57004.0,33140.0,69
05-2015,52165.0,31043.0,69
06-2015,57202.0,33624.0,69
07-2015,54434.0,28573.0,69
08-2015,45660.0,23484.0,69
