Date,Delivered,Sales,code_dept
05-2016,2087.0,835.0,23
06-2016,2145.0,887.0,23
07-2016,2942.0,1402.0,23
08-2016,3316.0,1706.0,23
09-2016,2834.0,930.0,23
10-2016,2484.0,893.0,23
11-2016,2548.0,815.0,23
12-2016,2262.0,754.0,23
01-2014,9475.0,4752.0,24
02-2014,8634.0,4443.0,24
03-2014,10713.0,5981.0,24
04-2014,12286.0,6478.0,24
05-2014,12177.0,6026.0,24
06-2014,11149.0,5930.0,24
07-2014,17129.0,9310.0,24
08-2014,18555.0,11408.0,24
09-2014,14065.0,7507.0,24
10-2014,12772.0,6144.0,24
11-2014,10487.0,5097.0,24
12-2014,10862.0,5310.0,24
01-2015,11258.0,5469.0,24
02-2015,8920.0,4918.0,24
03-2015,9950.0,5019.0,24
04-2015,11820.0,5789.0,24
05-2015,10936.0,5509.0,24
06-2015,11618.0,6191.0,24
07-2015,16307.0,8798.0,24
08-2015,18602.0,9954.0,24
09-2015,13293.0,6575.0,24
10-2015,13423.0,5980.0,24
11-2015,13256.0,5134.0,24
12-2015,10295.0,5167.0,24
01-2016,9264.0,4352.0,24
02-2016,9381.0,4405.0,24
03-2016,9784.0,4732.0,24
04-2016,10753.0,5197.0,24
05-2016,11082.0,4988.0,24
06-2016,11689.0,5564.0,24
07-2016,15833.0,7676.0,24
08-2016,18069.0,9346.0,24
09-2016,14031.0,5844.0,24
10-2016,12328.0,5310.0,24
11-2016,13370.0,5119.0,24
12-2016,12419.0,4855.0,24
01-2014,7710.0,3184.0,25
02-2014,7323.0,3032.0,25
03-2014,7855.0,3642.0,25
04-2014,7297.0,3392.0,25
05-2014,7375.0,3097.0,25
06-2014,6421.0,2897.0,25
07-2014,8051.0,3565.0,25
08-2014,8303.0,3961.0,25
09-2014,8046.0,3628.0,25
10-2014,7595.0,3513.0,25
11-2014,6905.0,3135.0,25
12-2014,7745.0,3263.0,25
01-2015,9076.0,4060.0,25
02-2015,7530.0,3234.0,25
03-2015,7537.0,3209.0,25
04-2015,6701.0,3032.0,25
05-2015,6068.0,2786.0,25
06-2015,6355.0,2951.0,25
07-2015,7789.0,3359.0,25
08-2015,7708.0,3276.0,25
09-2015,7695.0,3092.0,25
10-2015,7729.0,3084.0,25
11-2015,8013.0,3013.0,25
12-2015,6892.0,2984.0,25
01-2016,6823.0,2850.0,25
02-2016,6877.0,2820.0,25
03-2016,6328.0,2696.0,25
04-2016,5669.0,2583.0,25
05-2016,5528.0,2448.0,25
06-2016,6000.0,2637.0,25
07-2016,6225.0,2935.0,25
08-2016,6325.0,3167.0,25
09-2016,6470.0,2790.0,25
10-2016,6956.0,2855.0,25
11-2016,7236.0,3040.0,25
12-2016,6988.0,2946.0,25
01-2014,11544.0,5972.0,26
02-2014,10073.0,5537.0,26
03-2014,11598.0,6658.0,26
04-2014,12063.0,6970.0,26
05-2014,11976.0,6695.0,26
06-2014,11364.0,6251.0,26
07-2014,16568.0,9477.0,26
08-2014,16667.0,9892.0,26
09-2014,13871.0,7424.0,26
10-2014,11686.0,6339.0,26
11-2014,10741.0,5575.0,26
12-2014,10661.0,5769.0,26
01-2015,11149.0,6089.0,26
02-2015,8773.0,5231.0,26
03-2015,9686.0,5159.0,26
04-2015,10521.0,5684.0,26
05-2015,10402.0,5572.0,26
06-2015,11933.0,6207.0,26
07-2015,15162.0,8272.0,26
08-2015,15332.0,8269.0,26
09-2015,13117.0,6161.0,26
10-2015,12293.0,5779.0,26
11-2015,12076.0,5382.0,26
12-2015,9475.0,5227.0,26
01-2016,8594.0,4736.0,26
02-2016,8561.0,4515.0,26
03-2016,8569.0,4882.0,26
04-2016,9919.0,4921.0,26
05-2016,9968.0,5083.0,26
06-2016,10619.0,5643.0,26
07-2016,12404.0,6953.0,26
08-2016,12619.0,7465.0,26
09-2016,11848.0,5560.0,26
10-2016,11933.0,5217.0,26
11-2016,12372.0,5214.0,26
12-2016,10711.0,4895.0,26
01-2014,17090.0,7811.0,27
02-2014,15750.0,7234.0,27
03-2014,17386.0,9089.0,27
04-2014,17571.0,9143.0,27
05-2014,17325.0,8546.0,27
06-2014,15686.0,7870.0,27
07-2014,19688.0,10062.0,27
08-2014,19221.0,10806.0,27
09-2014,17231.0,9040.0,27
10-2014,17279.0,8480.0,27
11-2014,15714.0,7211.0,27
12-2014,15689.0,7593.0,27
01-2015,17109.0,8285.0,27
02-2015,13628.0,7097.0,27
03-2015,13355.0,6674.0,27
04-2015,15514.0,7938.0,27
05-2015,14896.0,7508.0,27
06-2015,14583.0,7412.0,27
07-2015,16772.0,8990.0,27
08-2015,17192.0,9126.0,27
09-2015,16093.0,7493.0,27
10-2015,16249.0,7798.0,27
11-2015,16282.0,7226.0,27
12-2015,14594.0,7562.0,27
01-2016,13668.0,6281.0,27
02-2016,13433.0,6278.0,27
03-2016,13768.0,6601.0,27
04-2016,13061.0,6559.0,27
05-2016,12384.0,6134.0,27
06-2016,12602.0,6378.0,27
07-2016,13415.0,7317.0,27
08-2016,14979.0,8427.0,27
09-2016,13045.0,6449.0,27
10-2016,13556.0,6544.0,27
11-2016,14462.0,6733.0,27
12-2016,13167.0,6600.0,27
01-2014,11021.0,4940.0,28
02-2014,10177.0,4377.0,28
03-2014,10757.0,5696.0,28
04-2014,11524.0,5562.0,28
05-2014,11237.0,5283.0,28
06-2014,9623.0,4828.0,28
07-2014,12587.0,6055.0,28
08-2014,12162.0,6168.0,28
09-2014,10488.0,5444.0,28
10-2014,10830.0,5467.0,28
11-2014,9950.0,4796.0,28
12-2014,10275.0,4874.0,28
01-2015,10577.0,5132.0,28
02-2015,9065.0,4490.0,28
03-2015,8757.0,4193.0,28
04-2015,10674.0,5065.0,28
05-2015,10263.0,4638.0,28
06-2015,9940.0,4752.0,28
07-2015,11886.0,5654.0,28
08-2015,11610.0,5792.0,28
09-2015,10791.0,5045.0,28
10-2015,11486.0,5119.0,28
11-2015,11051.0,4707.0,28
12-2015,9150.0,4824.0,28
01-2016,8947.0,4126.0,28
02-2016,8390.0,4008.0,28
03-2016,8367.0,4076.0,28
04-2016,8163.0,4050.0,28
05-2016,7954.0,3910.0,28
06-2016,8326.0,4196.0,28
07-2016,8711.0,4678.0,28
08-2016,8204.0,4830.0,28
09-2016,9221.0,4407.0,28
10-2016,9728.0,4202.0,28
11-2016,10367.0,4309.0,28
12-2016,9912.0,4259.0,28
01-2014,18227.0,9171.0,29
02-2014,17354.0,8453.0,29
03-2014,20447.0,10731.0,29
04-2014,23992.0,12874.0,29
05-2014,21376.0,10688.0,29
06-2014,18999.0,10558.0,29
07-2014,33495.0,20150.0,29
08-2014,36319.0,24340.0,29
09-2014,25184.0,13873.0,29
10-2014,21479.0,10659.0,29
11-2014,17892.0,8535.0,29
12-2014,18435.0,8901.0,29
01-2015,18784.0,9456.0,29
02-2015,16606.0,8691.0,29
03-2015,17181.0,8591.0,29
04-2015,19961.0,10607.0,29
05-2015,18810.0,9269.0,29
06-2015,19796.0,10531.0,29
07-2015,31537.0,18627.0,29
08-2015,34759.0,20949.0,29
09-2015,22422.0,11321.0,29
10-2015,23860.0,9872.0,29
11-2015,21245.0,8221.0,29
12-2015,17759.0,8301.0,29
01-2016,16033.0,7152.0,29
02-2016,16922.0,7618.0,29
03-2016,17050.0,7935.0,29
04-2016,17263.0,9051.0,29
05-2016,17190.0,8106.0,29
06-2016,18922.0,9630.0,29
07-2016,25680.0,15673.0,29
08-2016,29908.0,18541.0,29
09-2016,22801.0,10531.0,29
10-2016,20786.0,8988.0,29
11-2016,21110.0,8494.0,29
12-2016,18844.0,8308.0,29
01-2014,16807.0,9059.0,30
02-2014,14940.0,8016.0,30
03-2014,17144.0,10079.0,30
04-2014,18089.0,10496.0,30
05-2014,18010.0,9865.0,30
06-2014,18378.0,10055.0,30
07-2014,26228.0,14397.0,30
08-2014,25673.0,14980.0,30
09-2014,22043.0,12120.0,30
10-2014,17810.0,9237.0,30
11-2014,15602.0,8206.0,30
12-2014,16078.0,8546.0,30
01-2015,17412.0,9349.0,30
02-2015,14006.0,7938.0,30
03-2015,15890.0,8286.0,30
04-2015,17181.0,8783.0,30
05-2015,16614.0,8532.0,30
06-2015,18695.0,9441.0,30
07-2015,25193.0,12537.0,30
08-2015,25277.0,12246.0,30
09-2015,20811.0,9783.0,30
10-2015,18174.0,8693.0,30
11-2015,17714.0,8098.0,30
12-2015,15813.0,7882.0,30
01-2016,15039.0,7285.0,30
02-2016,15943.0,7300.0,30
03-2016,16070.0,7443.0,30
04-2016,15181.0,7676.0,30
05-2016,15862.0,7903.0,30
06-2016,17409.0,8843.0,30
07-2016,20824.0,10708.0,30
08-2016,21069.0,11346.0,30
09-2016,19387.0,8708.0,30
10-2016,17980.0,7818.0,30
11-2016,18518.0,8052.0,30
12-2016,16740.0,7867.0,30
01-2014,32954.0,18804.0,31
02-2014,30741.0,17353.0,31
03-2014,35949.0,21398.0,31
04-2014,34553.0,18680.0,31
05-2014,33017.0,17855.0,31
06-2014,30228.0,16780.0,31
07-2014,29940.0,17468.0,31
08-2014,28424.0,16170.0,31
09-2014,34334.0,19600.0,31
10-2014,33705.0,19247.0,31
11-2014,30846.0,17213.0,31
12-2014,32199.0,18203.0,31
01-2015,34231.0,20546.0,31
02-2015,28056.0,17066.0,31
03-2015,31663.0,17402.0,31
04-2015,30748.0,16275.0,31
05-2015,28378.0,15044.0,31
06-2015,28747.0,15985.0,31
07-2015,26852.0,14561.0,31
08-2015,24856.0,13342.0,31
09-2015,29586.0,16300.0,31
10-2015,30852.0,16448.0,31
11-2015,33099.0,16299.0,31
12-2015,31381.0,16341.0,31
01-2016,27516.0,14795.0,31
02-2016,28014.0,14798.0,31
03-2016,27645.0,14924.0,31
04-2016,27147.0,14336.0,31
05-2016,25332.0,13461.0,31
06-2016,26483.0,14788.0,31
07-2016,27615.0,13169.0,31
08-2016,26576.0,13686.0,31
09-2016,29296.0,14353.0,31
10-2016,29464.0,14889.0,31
11-2016,33280.0,16397.0,31
12-2016,32022.0,15225.0,31
01-2014,4445.0,2054.0,32
02-2014,3728.0,1862.0,32
03-2014,4964.0,2589.0,32
04-2014,5285.0,2594.0,32
05-2014,5375.0,2599.0,32
06-2014,5054.0,2363.0,32
07-2014,6949.0,3903.0,32
08-2014,7924.0,4653.0,32
09-2014,6620.0,3328.0,32
10-2014,5559.0,2671.0,32
11-2014,4632.0,2262.0,32
12-2014,4812.0,2064.0,32
01-2015,4836.0,2281.0,32
02-2015,3818.0,2062.0,32
03-2015,4433.0,1985.0,32
04-2015,4718.0,2240.0,32
05-2015,4506.0,2205.0,32
06-2015,4643.0,2210.0,32
07-2015,6494.0,3462.0,32
08-2015,7260.0,4186.0,32
09-2015,5809.0,2758.0,32
10-2015,5500.0,2452.0,32
11-2015,5488.0,2241.0,32
12-2015,4373.0,2052.0,32
01-2016,3937.0,1682.0,32
02-2016,4132.0,1700.0,32
03-2016,4255.0,1898.0,32
04-2016,4376.0,2092.0,32
05-2016,4352.0,2103.0,32
06-2016,4688.0,2265.0,32
07-2016,6315.0,3104.0,32
08-2016,7519.0,4041.0,32
09-2016,5680.0,2621.0,32
10-2016,5181.0,2273.0,32
11-2016,5715.0,2325.0,32
12-2016,5196.0,1989.0,32
01-2014,33572.0,19527.0,33
02-2014,31628.0,17587.0,33
03-2014,37575.0,22003.0,33
04-2014,40411.0,22530.0,33
05-2014,40255.0,21921.0,33
06-2014,38065.0,21372.0,33
07-2014,55349.0,31945.0,33
08-2014,56477.0,36806.0,33
09-2014,47797.0,25895.0,33
10-2014,42261.0,21576.0,33
11-2014,34684.0,18807.0,33
12-2014,36481.0,20026.0,33
01-2015,38859.0,21787.0,33
02-2015,32441.0,18516.0,33
03-2015,35226.0,18736.0,33
04-2015,39698.0,20567.0,33
05-2015,39507.0,19646.0,33
06-2015,40386.0,21481.0,33
07-2015,51411.0,29444.0,33
08-2015,56434.0,31818.0,33
09-2015,44014.0,22795.0,33
10-2015,45383.0,20189.0,33
11-2015,45673.0,19199.0,33
12-2015,40755.0,19020.0,33
01-2016,36851.0,16954.0,33
02-2016,36254.0,16655.0,33
03-2016,36755.0,17596.0,33
04-2016,37328.0,18262.0,33
05-2016,35850.0,17770.0,33
06-2016,38875.0,19885.0,33
07-2016,52567.0,27062.0,33
08-2016,55998.0,30878.0,33
09-2016,45064.0,20946.0,33
10-2016,41009.0,18680.0,33
11-2016,43736.0,18743.0,33
12-2016,38996.0,17889.0,33
01-2014,30913.0,16287.0,34
02-2014,28010.0,14864.0,34
03-2014,33048.0,18910.0,34
04-2014,33445.0,18130.0,34
05-2014,32953.0,17783.0,34
06-2014,32081.0,18025.0,34
07-2014,45089.0,24638.0,34
08-2014,43849.0,24765.0,34
09-2014,40415.0,21542.0,34
10-2014,32292.0,16850.0,34
11-2014,27653.0,14873.0,34
12-2014,28660.0,15186.0,34
01-2015,30618.0,17195.0,34
02-2015,25394.0,14910.0,34
03-2015,28008.0,15036.0,34
04-2015,29742.0,15532.0,34
05-2015,29262.0,15046.0,34
06-2015,33309.0,17122.0,34
07-2015,43799.0,21122.0,34
08-2015,42525.0,20550.0,34
09-2015,36755.0,17670.0,34
10-2015,32273.0,15053.0,34
11-2015,31808.0,14349.0,34
12-2015,28783.0,13870.0,34
01-2016,27280.0,12908.0,34
02-2016,28787.0,12912.0,34
03-2016,28536.0,13222.0,34
04-2016,28223.0,13357.0,34
05-2016,27654.0,13452.0,34
06-2016,30402.0,15500.0,34
07-2016,36354.0,18100.0,34
08-2016,36396.0,18554.0,34
09-2016,33628.0,15523.0,34
10-2016,31436.0,13595.0,34
11-2016,31795.0,14341.0,34
12-2016,28274.0,12989.0,34
01-2014,19593.0,10195.0,35
02-2014,18806.0,10152.0,35
03-2014,21878.0,12209.0,35
04-2014,23541.0,13107.0,35
05-2014,21938.0,11177.0,35
06-2014,19684.0,10760.0,35
07-2014,28106.0,16746.0,35
08-2014,27901.0,18591.0,35
09-2014,23245.0,13241.0,35
10-2014,22268.0,11998.0,35
11-2014,19338.0,10334.0,35
12-2014,19982.0,10663.0,35
01-2015,22630.0,11831.0,35
02-2015,19277.0,10622.0,35
03-2015,21066.0,10472.0,35
04-2015,22063.0,11309.0,35
05-2015,19966.0,10372.0,35
06-2015,21603.0,10627.0,35
07-2015,27314.0,15346.0,35
08-2015,28395.0,16238.0,35
09-2015,22114.0,11538.0,35
10-2015,23623.0,11692.0,35
11-2015,20742.0,10006.0,35
12-2015,18915.0,10216.0,35
01-2016,17156.0,9122.0,35
02-2016,18181.0,9347.0,35
03-2016,19213.0,9864.0,35
04-2016,19424.0,10309.0,35
05-2016,18594.0,9240.0,35
06-2016,17530.0,9817.0,35
07-2016,22058.0,13029.0,35
08-2016,23729.0,15226.0,35
09-2016,20257.0,10063.0,35
10-2016,20948.0,10256.0,35
11-2016,21383.0,10250.0,35
12-2016,18809.0,9908.0,35
01-2014,6163.0,2597.0,36
02-2014,5492.0,2224.0,36
03-2014,6412.0,3004.0,36
04-2014,6637.0,3014.0,36
05-2014,6472.0,2861.0,36
06-2014,5751.0,2619.0,36
07-2014,6881.0,3582.0,36
08-2014,7228.0,4000.0,36
09-2014,6322.0,3050.0,36
10-2014,6134.0,2804.0,36
11-2014,5190.0,2368.0,36
12-2014,5158.0,2404.0,36
01-2015,5278.0,2463.0,36
02-2015,4301.0,2113.0,36
03-2015,3931.0,2018.0,36
04-2015,5240.0,2347.0,36
05-2015,5112.0,2254.0,36
06-2015,4769.0,2262.0,36
07-2015,6523.0,3062.0,36
08-2015,6904.0,3234.0,36
09-2015,5976.0,2459.0,36
10-2015,5455.0,2455.0,36
11-2015,5179.0,2262.0,36
12-2015,4760.0,2219.0,36
01-2016,4324.0,1814.0,36
02-2016,4212.0,1776.0,36
03-2016,4308.0,1879.0,36
04-2016,4503.0,2052.0,36
05-2016,4518.0,1986.0,36
06-2016,4745.0,2196.0,36
07-2016,5461.0,2859.0,36
08-2016,5543.0,3258.0,36
09-2016,5638.0,2222.0,36
10-2016,5282.0,2290.0,36
11-2016,5626.0,2160.0,36
12-2016,5111.0,2066.0,36
01-2014,17872.0,8479.0,37
02-2014,16236.0,7542.0,37
03-2014,17177.0,9443.0,37
04-2014,17905.0,8967.0,37
05-2014,17272.0,8653.0,37
06-2014,15992.0,8060.0,37
07-2014,19192.0,9382.0,37
08-2014,17896.0,9462.0,37
09-2014,16726.0,8807.0,37
10-2014,16758.0,8344.0,37
11-2014,15120.0,7546.0,37
12-2014,15515.0,7649.0,37
01-2015,16307.0,8771.0,37
02-2015,13757.0,7342.0,37
03-2015,12890.0,6775.0,37
04-2015,14300.0,7423.0,37
05-2015,13800.0,6896.0,37
06-2015,13643.0,7525.0,37
07-2015,15038.0,7528.0,37
08-2015,15186.0,7589.0,37
09-2015,14442.0,7226.0,37
10-2015,16025.0,7393.0,37
11-2015,15546.0,7354.0,37
12-2015,13861.0,7532.0,37
01-2016,13048.0,6417.0,37
02-2016,13124.0,6427.0,37
03-2016,13505.0,6895.0,37
04-2016,13284.0,6803.0,37
05-2016,13254.0,6608.0,37
06-2016,14627.0,7326.0,37
07-2016,14387.0,7233.0,37
08-2016,15245.0,7710.0,37
09-2016,15938.0,6882.0,37
10-2016,15251.0,6889.0,37
11-2016,16118.0,7339.0,37
12-2016,15473.0,7077.0,37
01-2014,29528.0,14777.0,38
02-2014,29368.0,13841.0,38
03-2014,31448.0,16669.0,38
04-2014,27882.0,13997.0,38
05-2014,24479.0,12122.0,38
06-2014,22074.0,11435.0,38
07-2014,28385.0,14666.0,38
08-2014,28404.0,14694.0,38
09-2014,25839.0,13146.0,38
10-2014,23190.0,11980.0,38
11-2014,21254.0,10879.0,38
12-2014,25433.0,13428.0,38
01-2015,31623.0,15871.0,38
02-2015,27613.0,14833.0,38
03-2015,28375.0,13546.0,38
04-2015,24774.0,11752.0,38
05-2015,20846.0,10261.0,38
06-2015,22174.0,11340.0,38
07-2015,26339.0,13221.0,38
08-2015,24861.0,12537.0,38
09-2015,22472.0,10945.0,38
10-2015,23456.0,11248.0,38
11-2015,23318.0,10937.0,38
12-2015,23399.0,11755.0,38
01-2016,21415.0,11088.0,38
02-2016,24802.0,12340.0,38
03-2016,24298.0,11751.0,38
04-2016,19095.0,9703.0,38
05-2016,17551.0,9203.0,38
06-2016,18913.0,9730.0,38
07-2016,20688.0,10544.0,38
08-2016,19730.0,11182.0,38
09-2016,19509.0,9710.0,38
10-2016,20736.0,9821.0,38
11-2016,21483.0,10438.0,38
12-2016,22520.0,11404.0,38
01-2014,5439.0,2127.0,39
02-2014,5078.0,2233.0,39
03-2014,5451.0,2507.0,39
04-2014,5098.0,2315.0,39
05-2014,5202.0,2217.0,39
06-2014,4744.0,2142.0,39
07-2014,6755.0,3227.0,39
08-2014,7263.0,3794.0,39
09-2014,5723.0,2521.0,39
10-2014,4886.0,2197.0,39
11-2014,4190.0,1813.0,39
12-2014,4750.0,2062.0,39
01-2015,5029.0,2187.0,39
02-2015,4529.0,2083.0,39
03-2015,4497.0,1924.0,39
04-2015,4248.0,1895.0,39
05-2015,4036.0,1808.0,39
06-2015,4365.0,1968.0,39
07-2015,6070.0,2716.0,39
08-2015,6620.0,3166.0,39
09-2015,4838.0,2030.0,39
10-2015,4591.0,1913.0,39
11-2015,4615.0,1679.0,39
12-2015,4173.0,1704.0,39
01-2016,3976.0,1503.0,39
02-2016,4233.0,1838.0,39
03-2016,4097.0,1783.0,39
04-2016,3488.0,1572.0,39
05-2016,3677.0,1624.0,39
06-2016,3858.0,1698.0,39
07-2016,4619.0,2366.0,39
08-2016,5312.0,2753.0,39
09-2016,4358.0,1845.0,39
10-2016,4224.0,1743.0,39
11-2016,4406.0,1684.0,39
12-2016,4094.0,1802.0,39
01-2014,11394.0,5548.0,40
02-2014,11219.0,5381.0,40
03-2014,13648.0,7371.0,40
04-2014,15951.0,8378.0,40
05-2014,15743.0,7847.0,40
06-2014,15113.0,7865.0,40
07-2014,25351.0,14496.0,40
08-2014,27637.0,17369.0,40
09-2014,19602.0,10431.0,40
10-2014,15592.0,7889.0,40
11-2014,12667.0,6395.0,40
12-2014,12863.0,5912.0,40
01-2015,12255.0,5655.0,40
02-2015,10368.0,5398.0,40
03-2015,11779.0,5827.0,40
04-2015,13949.0,7059.0,40
05-2015,13506.0,6891.0,40
06-2015,14238.0,7766.0,40
07-2015,23136.0,12985.0,40
08-2015,26081.0,14836.0,40
09-2015,16790.0,8666.0,40
10-2015,14760.0,7411.0,40
11-2015,14029.0,5940.0,40
12-2015,10961.0,5358.0,40
01-2016,9583.0,4510.0,40
02-2016,9783.0,4614.0,40
03-2016,10613.0,5539.0,40
04-2016,12582.0,6494.0,40
05-2016,12904.0,6461.0,40
06-2016,14422.0,7325.0,40
07-2016,22814.0,11765.0,40
08-2016,26298.0,14765.0,40
09-2016,16832.0,8302.0,40
10-2016,14637.0,7237.0,40
11-2016,15167.0,6281.0,40
12-2016,12809.0,5256.0,40
01-2014,11257.0,5069.0,41
02-2014,9825.0,4656.0,41
03-2014,10760.0,5761.0,41
04-2014,11411.0,5933.0,41
05-2014,11582.0,5737.0,41
06-2014,10262.0,5026.0,41
07-2014,13185.0,6761.0,41
08-2014,12691.0,7155.0,41
09-2014,11204.0,5757.0,41
10-2014,10646.0,5477.0,41
11-2014,10034.0,4798.0,41
12-2014,10427.0,4923.0,41
01-2015,10938.0,5222.0,41
02-2015,8864.0,4273.0,41
03-2015,8853.0,4116.0,41
04-2015,9933.0,4816.0,41
05-2015,9453.0,4640.0,41
06-2015,10073.0,4765.0,41
07-2015,11883.0,5923.0,41
08-2015,11624.0,5984.0,41
09-2015,10910.0,4613.0,41
10-2015,11318.0,5041.0,41
11-2015,10747.0,4398.0,41
12-2015,9488.0,4475.0,41
01-2016,9184.0,4027.0,41
02-2016,9139.0,3803.0,41
03-2016,9022.0,3995.0,41
04-2016,8656.0,4142.0,41
05-2016,8158.0,4020.0,41
06-2016,8431.0,4190.0,41
07-2016,9258.0,5039.0,41
08-2016,9135.0,5661.0,41
09-2016,8971.0,4111.0,41
10-2016,9688.0,4346.0,41
11-2016,9936.0,4227.0,41
12-2016,9015.0,4305.0,41
01-2014,11687.0,5556.0,42
02-2014,11409.0,5504.0,42
03-2014,10622.0,5415.0,42
04-2014,11416.0,5736.0,42
05-2014,11043.0,5451.0,42
06-2014,10001.0,4934.0,42
07-2014,12487.0,6185.0,42
08-2014,11678.0,5569.0,42
09-2014,12032.0,5813.0,42
10-2014,11404.0,5634.0,42
11-2014,10148.0,4814.0,42
12-2014,10929.0,5282.0,42
01-2015,12209.0,5969.0,42
02-2015,9888.0,4889.0,42
03-2015,10633.0,4745.0,42
04-2015,9434.0,4683.0,42
05-2015,9086.0,4345.0,42
06-2015,9479.0,4625.0,42
07-2015,10941.0,4898.0,42
08-2015,9992.0,4519.0,42
09-2015,10346.0,4575.0,42
10-2015,11010.0,4619.0,42
11-2015,11208.0,4702.0,42
12-2015,9983.0,4509.0,42
01-2016,9178.0,4069.0,42
02-2016,9249.0,3883.0,42
03-2016,9415.0,3960.0,42
04-2016,8808.0,3791.0,42
05-2016,8313.0,3635.0,42
06-2016,8806.0,4002.0,42
07-2016,9227.0,4144.0,42
08-2016,8126.0,4233.0,42
09-2016,9232.0,4049.0,42
10-2016,9782.0,4135.0,42
11-2016,10355.0,4357.0,42
12-2016,9796.0,4142.0,42
01-2014,3557.0,1615.0,43
02-2014,3082.0,1411.0,43
03-2014,3237.0,1722.0,43
04-2014,3736.0,1984.0,43
05-2014,4109.0,2124.0,43
06-2014,3827.0,2014.0,43
07-2014,7082.0,3904.0,43
08-2014,7579.0,4684.0,43
09-2014,5030.0,2693.0,43
10-2014,4164.0,2153.0,43
11-2014,3641.0,1716.0,43
12-2014,3775.0,1638.0,43
01-2015,3686.0,1821.0,43
02-2015,2774.0,1522.0,43
03-2015,3104.0,1513.0,43
04-2015,3529.0,1680.0,43
05-2015,3656.0,1845.0,43
06-2015,3881.0,1942.0,43
07-2015,6347.0,3156.0,43
08-2015,7607.0,3989.0,43
09-2015,4957.0,2266.0,43
10-2015,4606.0,2015.0,43
11-2015,4606.0,1615.0,43
12-2015,4028.0,1650.0,43
01-2016,3940.0,1375.0,43
02-2016,3726.0,1392.0,43
03-2016,3788.0,1441.0,43
04-2016,4169.0,1669.0,43
05-2016,3811.0,1542.0,43
06-2016,4011.0,1825.0,43
07-2016,5018.0,2651.0,43
08-2016,6091.0,3579.0,43
09-2016,4806.0,2015.0,43
10-2016,4707.0,1827.0,43
11-2016,4566.0,1684.0,43
12-2016,4323.0,1502.0,43
01-2014,33248.0,18465.0,44
02-2014,31424.0,17292.0,44
03-2014,36679.0,21324.0,44
04-2014,39870.0,23747.0,44
05-2014,38099.0,20670.0,44
06-2014,34551.0,19975.0,44
07-2014,52762.0,33400.0,44
08-2014,56732.0,37379.0,44
09-2014,39375.0,24057.0,44
10-2014,34845.0,20347.0,44
11-2014,30281.0,17281.0,44
12-2014,32309.0,18347.0,44
01-2015,33619.0,19639.0,44
02-2015,30053.0,17819.0,44
03-2015,32260.0,17908.0,44
04-2015,36215.0,20392.0,44
05-2015,33652.0,18036.0,44
06-2015,33661.0,19675.0,44
07-2015,49962.0,29253.0,44
08-2015,50539.0,31178.0,44
09-2015,36342.0,19892.0,44
10-2015,37531.0,18565.0,44
11-2015,35940.0,16604.0,44
12-2015,32846.0,16915.0,44
01-2016,30654.0,14725.0,44
02-2016,32822.0,15144.0,44
03-2016,33859.0,16125.0,44
04-2016,33335.0,17330.0,44
05-2016,30943.0,15731.0,44
06-2016,30384.0,16727.0,44
07-2016,45540.0,25902.0,44
08-2016,50329.0,29837.0,44
09-2016,36281.0,18094.0,44
10-2016,34888.0,16819.0,44
11-2016,35435.0,16559.0,44
12-2016,32331.0,16112.0,44
01-2014,17875.0,9672.0,45
02-2014,15903.0,7725.0,45
03-2014,16885.0,9482.0,45
04-2014,17043.0,8791.0,45
05-2014,17049.0,8561.0,45
06-2014,15108.0,7783.0,45
07-2014,19257.0,9133.0,45
08-2014,17795.0,9527.0,45
09-2014,15928.0,8782.0,45
10-2014,15663.0,8488.0,45
11-2014,14709.0,7944.0,45
12-2014,15589.0,8345.0,45
01-2015,16279.0,9300.0,45
02-2015,14251.0,7316.0,45
03-2015,14437.0,7131.0,45
04-2015,16303.0,7739.0,45
05-2015,15513.0,7527.0,45
06-2015,15528.0,7466.0,45
07-2015,17470.0,8336.0,45
08-2015,15873.0,7907.0,45
09-2015,15294.0,7449.0,45
10-2015,16580.0,7825.0,45
11-2015,16478.0,7742.0,45
12-2015,16053.0,7638.0,45
01-2016,15058.0,6752.0,45
02-2016,14829.0,6652.0,45
03-2016,14425.0,6928.0,45
04-2016,13086.0,6723.0,45
05-2016,13081.0,6610.0,45
06-2016,12867.0,6484.0,45
07-2016,13459.0,7009.0,45
08-2016,13111.0,7522.0,45
09-2016,14636.0,6876.0,45
10-2016,15598.0,6956.0,45
11-2016,16441.0,7304.0,45
12-2016,15207.0,6947.0,45
01-2014,6503.0,2994.0,46
02-2014,6059.0,2720.0,46
03-2014,7139.0,3502.0,46
04-2014,7448.0,3933.0,46
05-2014,8101.0,3820.0,46
06-2014,7211.0,3759.0,46
07-2014,11662.0,6114.0,46
08-2014,12786.0,7613.0,46
09-2014,9757.0,4757.0,46
10-2014,8180.0,3754.0,46
11-2014,6658.0,2834.0,46
12-2014,6531.0,2800.0,46
01-2015,6467.0,2898.0,46
02-2015,5744.0,2672.0,46
03-2015,6059.0,2598.0,46
04-2015,6853.0,3208.0,46
05-2015,7168.0,3256.0,46
06-2015,7438.0,3473.0,46
07-2015,10442.0,5516.0,46
08-2015,11868.0,6410.0,46
09-2015,8477.0,4052.0,46
10-2015,7167.0,3423.0,46
